#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
       15200       1.674830e-02       5.457763e-04       7.534906e-03       1.622100e-01       3.323352e-03       4.359673e-02
       15300       1.827021e-02       2.309940e-03       7.829548e-03       1.732708e-01       5.266864e-03       4.542461e-02
       15400       2.046408e-02       1.237728e-03       7.771466e-03       1.331774e-01       5.126999e-03       4.348429e-02
       15500       2.296775e-02       4.598213e-04       8.606724e-03       1.673146e-01       7.951727e-03       4.675972e-02
       15600       2.216466e-02       5.877990e-04       8.507497e-03       1.416534e-01       6.167170e-03       4.451991e-02
       15700       2.500701e-02       1.445739e-03       9.084310e-03       1.186137e-01       5.069413e-03       4.231326e-02
       15800       2.229481e-02       9.471728e-04       8.442168e-03       1.876873e-01       6.770540e-03       4.393319e-02
       15900       2.216983e-02       2.765727e-04       7.984103e-03       1.659022e-01       5.828206e-03       4.697093e-02
       16000       2.174757e-02       5.986692e-04       8.079688e-03       1.560920e-01       7.157715e-03       4.278887e-02
       16100       1.962127e-02       1.789191e-04       7.354704e-03       1.743978e-01       6.132522e-03       4.832594e-02
       16200       2.051171e-02       3.180613e-04       7.754302e-03       1.537524e-01       5.120913e-03       4.242041e-02
       16300       1.865718e-02       8.139680e-04       7.268599e-03       1.535359e-01       7.876917e-03       4.577071e-02
       16400       1.972888e-02       4.095973e-04       7.675893e-03       1.626118e-01       7.080884e-03       4.658133e-02
       16500       2.348590e-02       3.800918e-04       8.637653e-03       2.215247e-01       4.829715e-03       4.312736e-02
       16600       2.154224e-02       1.038104e-04       7.925570e-03       1.430841e-01       6.173786e-03       4.506148e-02
       16700       2.210427e-02       6.717253e-04       8.440812e-03       1.582117e-01       8.174384e-03       4.418303e-02
       16800       2.373411e-02       4.889282e-04       8.677793e-03       1.830463e-01       4.592417e-03       4.596731e-02
       16900       2.166795e-02       5.023856e-05       8.773761e-03       1.742309e-01       6.017484e-03       4.381102e-02
       17000       2.170351e-02       1.642449e-03       8.466904e-03       2.235083e-01       5.915812e-03       4.475658e-02
       17100       2.144314e-02       6.879155e-04       8.249482e-03       1.482885e-01       3.795493e-03       4.278579e-02
       17200       2.141198e-02       7.224150e-04       7.937040e-03       1.896216e-01       8.380304e-03       4.437908e-02
       17300       2.182728e-02       6.599375e-04       8.202479e-03       1.990272e-01       8.481487e-03       4.637873e-02
       17400       2.371995e-02       4.965926e-04       8.195280e-03       1.769583e-01       4.776949e-03       4.262314e-02
       17500       2.332354e-02       4.817078e-04       9.049278e-03       1.617288e-01       7.400554e-03       4.503927e-02
       17600       2.260678e-02       5.843131e-04       8.495882e-03       1.696580e-01       8.170465e-03       4.460919e-02
       17700       2.321182e-02       6.052808e-04       8.635272e-03       1.938398e-01       7.186371e-03       4.441739e-02
       17800       1.847399e-02       1.898101e-03       7.243276e-03       2.011423e-01       5.232974e-03       4.723339e-02
       17900       1.722148e-02       1.587467e-03       6.738211e-03       2.130761e-01       4.667427e-03       4.899780e-02
       18000       2.379377e-02       6.229518e-04       9.083331e-03       1.536853e-01       9.925011e-03       4.494150e-02
       18100       2.096881e-02       3.777040e-04       8.060321e-03       1.849162e-01       4.704730e-03       4.600777e-02
       18200       2.080045e-02       3.827150e-04       8.224298e-03       1.723201e-01       6.052012e-03       4.464054e-02
       18300       2.403270e-02       1.585607e-04       9.204643e-03       1.510909e-01       6.065127e-03       4.443819e-02
       18400       2.300373e-02       6.275330e-04       8.820815e-03       1.367297e-01       6.899682e-03       4.331197e-02
       18500       2.008344e-02       8.204672e-04       7.748001e-03       1.675137e-01       6.457335e-03       4.462145e-02
       18600       2.171772e-02       4.770692e-04       8.888524e-03       1.605579e-01       3.219475e-03       4.264560e-02
       18700       1.950242e-02       6.931631e-04       7.200806e-03       1.912518e-01       5.770138e-03       4.389367e-02
       18800       1.796292e-02       4.697784e-04       7.083961e-03       1.778489e-01       6.431949e-03       4.635546e-02
       18900       2.079223e-02       5.510042e-04       8.711930e-03       1.418805e-01       6.138057e-03       4.369820e-02
       19000       2.088100e-02       8.502560e-04       8.356323e-03       1.281010e-01       3.583194e-03       4.292034e-02
       19100       2.069350e-02       1.154062e-03       7.823235e-03       1.747584e-01       5.559499e-03       4.192792e-02
       19200       2.158776e-02       2.778637e-04       7.993840e-03       1.611962e-01       6.147193e-03       4.543913e-02
       19300       2.366387e-02       8.921356e-04       9.042132e-03       2.011607e-01       6.047698e-03       4.316242e-02
       19400       2.355194e-02       1.520739e-04       8.767866e-03       1.800172e-01       7.606114e-03       4.410291e-02
       19500       2.093759e-02       4.093518e-04       7.383166e-03       1.640232e-01       5.964912e-03       4.279144e-02
       19600       2.200700e-02       3.222367e-04       8.330817e-03       1.786914e-01       6.646866e-03       4.452967e-02
       19700       1.822749e-02       1.372681e-03       7.402087e-03       1.306706e-01       6.730524e-03       4.409342e-02
       19800       1.686060e-02       6.317228e-04       7.583928e-03       1.632165e-01       7.531355e-03       4.491195e-02
       19900       2.328852e-02       6.496327e-04       8.514655e-03       1.786199e-01       5.055517e-03       4.652674e-02
       20000       2.107916e-02       9.901918e-04       8.015470e-03       1.891130e-01       7.533095e-03       4.670151e-02
       20100       2.283982e-02       1.605594e-04       8.437881e-03       1.675310e-01       7.228304e-03       4.497147e-02
       20200       1.753750e-02       8.556699e-04       7.339075e-03       1.954313e-01       5.610732e-03       4.428612e-02
       20300       1.913414e-02       8.402333e-04       7.655786e-03       1.815856e-01       6.653671e-03       4.137442e-02
       20400       2.047923e-02       2.833446e-04       8.125149e-03       1.651956e-01       7.273326e-03       4.283568e-02
       20500       2.264360e-02       5.106836e-04       8.946852e-03       1.698182e-01       5.320863e-03       4.475379e-02
       20600       2.287981e-02       1.532345e-03       8.507423e-03       1.644007e-01       8.000812e-03       4.232474e-02
       20700       2.223788e-02       3.976072e-04       8.207012e-03       1.715033e-01       7.730568e-03       4.305879e-02
       20800       1.965346e-02       7.470142e-04       7.668858e-03       1.629472e-01       7.709491e-03       4.468762e-02
       20900       1.912731e-02       6.723501e-04       8.410927e-03       1.873531e-01       7.016989e-03       4.397040e-02
       21000       2.093407e-02       3.846975e-04       7.516556e-03       1.268163e-01       7.707172e-03       4.383896e-02
       21100       1.982478e-02       1.351276e-03       7.838724e-03       1.827490e-01       5.766092e-03       4.369607e-02
       21200       1.937221e-02       1.402850e-03       8.316620e-03       1.729165e-01       5.732464e-03       4.718765e-02
       21300       2.405454e-02       1.596830e-03       9.490481e-03       2.185205e-01       2.105525e-03       4.416871e-02
       21400       2.462431e-02       7.140116e-04       8.897931e-03       1.943010e-01       7.075814e-03       4.444777e-02
       21500       2.009069e-02       1.655174e-04       8.367061e-03       1.371684e-01       4.556176e-03       4.361552e-02
       21600       1.815862e-02       6.817688e-04       7.693433e-03       1.607549e-01       6.294210e-03       4.248877e-02
       21700       1.926363e-02       8.647344e-04       7.454717e-03       1.773677e-01       5.184780e-03       4.374437e-02
       21800       1.919903e-02       1.280213e-03       7.814905e-03       1.633335e-01       4.115839e-03       4.547984e-02
       21900       1.973624e-02       2.076556e-03       8.495087e-03       1.348831e-01       5.291769e-03       4.326452e-02
       22000       2.127770e-02       1.111576e-03       8.160190e-03       1.407745e-01       6.715890e-03       4.258563e-02
       22100       2.397574e-02       4.577502e-04       8.742115e-03       1.713309e-01       5.965803e-03       4.411780e-02
       22200       1.808431e-02       4.971434e-04       6.707839e-03       1.457472e-01       7.409841e-03       4.449565e-02
       22300       2.271740e-02       9.843650e-04       8.784663e-03       1.776331e-01       6.992785e-03       4.541203e-02
       22400       1.728007e-02       7.820929e-04       7.744269e-03       1.916580e-01       3.171401e-03       4.321746e-02
       22500       1.878637e-02       3.165527e-04       7.551611e-03       1.729957e-01       8.412735e-03       4.114720e-02
       22600       2.087707e-02       8.479293e-04       7.844832e-03       1.449361e-01       7.395600e-03       4.342580e-02
       22700       2.190036e-02       1.774636e-03       8.849576e-03       1.997705e-01       6.400589e-03       4.364922e-02
       22800       2.613971e-02       5.588266e-04       9.201433e-03       1.664546e-01       3.923275e-03       4.339897e-02
       22900       2.189770e-02       2.941536e-04       8.067066e-03       1.652266e-01       5.909303e-03       4.353920e-02
       23000       2.089259e-02       9.527028e-04       8.067739e-03       1.455159e-01       4.293148e-03       4.339624e-02
       23100       2.084669e-02       7.755584e-04       8.330745e-03       1.572209e-01       4.988999e-03       4.272206e-02
       23200       2.026888e-02       3.573951e-04       7.836134e-03       1.740343e-01       6.375827e-03       4.541924e-02
