#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 227700      1.14e+00      6.61e-04      1.14e-01    5.0e-04
 227800      2.16e+00      1.81e-03      2.16e-01    5.0e-04
 227900      8.63e-01      3.87e-03      8.50e-02    5.0e-04
 228000      2.26e+00      2.42e-03      2.25e-01    5.0e-04
 228100      1.70e+00      3.47e-02      1.10e-01    5.0e-04
 228200      2.29e+00      3.81e-03      2.27e-01    5.0e-04
 228300      2.96e+00      5.26e-03      2.95e-01    5.0e-04
 228400      2.26e+00      4.09e-03      2.25e-01    5.0e-04
 228500      1.96e+00      1.15e-03      1.96e-01    5.0e-04
 228600      2.12e+00      1.51e-03      2.11e-01    5.0e-04
 228700      2.44e+00      2.02e-03      2.44e-01    5.0e-04
 228800      2.38e+00      6.65e-04      2.38e-01    5.0e-04
 228900      2.05e+00      3.94e-03      2.04e-01    5.0e-04
 229000      2.05e+00      5.88e-04      2.05e-01    5.0e-04
 229100      2.35e+00      2.04e-03      2.35e-01    5.0e-04
 229200      2.29e+00      2.79e-03      2.28e-01    5.0e-04
 229300      2.38e+00      9.08e-05      2.38e-01    5.0e-04
 229400      2.27e+00      2.03e-03      2.26e-01    5.0e-04
 229500      9.32e-01      2.95e-03      9.24e-02    5.0e-04
 229600      2.18e+00      2.32e-03      2.18e-01    5.0e-04
 229700      1.01e+00      2.60e-03      1.00e-01    5.0e-04
 229800      2.36e+00      6.56e-04      2.36e-01    5.0e-04
 229900      8.61e-01      6.76e-03      8.22e-02    5.0e-04
 230000      1.02e+00      5.82e-03      1.02e-01    4.7e-04
 230100      2.22e+00      4.32e-03      2.26e-01    4.7e-04
 230200      2.00e+00      2.71e-03      2.04e-01    4.7e-04
 230300      8.07e-01      2.60e-03      8.20e-02    4.7e-04
 230400      2.61e+00      6.80e-03      2.65e-01    4.7e-04
 230500      2.30e+00      1.14e-03      2.36e-01    4.7e-04
 230600      2.05e+00      5.05e-04      2.10e-01    4.7e-04
 230700      2.23e+00      6.78e-03      2.25e-01    4.7e-04
 230800      2.62e+00      7.34e-04      2.68e-01    4.7e-04
 230900      8.51e-01      1.26e-03      8.71e-02    4.7e-04
 231000      2.04e+00      3.66e-03      2.08e-01    4.7e-04
 231100      2.10e+00      1.48e-03      2.15e-01    4.7e-04
 231200      2.02e+00      1.87e-03      2.07e-01    4.7e-04
 231300      2.25e+00      1.99e-04      2.31e-01    4.7e-04
 231400      2.25e+00      3.12e-03      2.29e-01    4.7e-04
 231500      8.80e-01      1.54e-04      9.02e-02    4.7e-04
 231600      2.04e+00      9.30e-04      2.09e-01    4.7e-04
 231700      8.15e-01      1.86e-04      8.35e-02    4.7e-04
 231800      8.07e-01      1.51e-03      8.24e-02    4.7e-04
 231900      9.70e-01      1.78e-03      9.91e-02    4.7e-04
 232000      2.29e+00      9.50e-03      2.28e-01    4.7e-04
 232100      2.45e+00      4.69e-03      2.49e-01    4.7e-04
 232200      2.39e+00      1.77e-04      2.45e-01    4.7e-04
 232300      2.15e+00      2.88e-03      2.19e-01    4.7e-04
 232400      2.28e+00      2.57e-03      2.33e-01    4.7e-04
 232500      2.10e+00      3.92e-04      2.15e-01    4.7e-04
 232600      2.10e+00      9.66e-04      2.15e-01    4.7e-04
 232700      1.08e+00      4.22e-03      1.10e-01    4.7e-04
 232800      8.75e-01      4.28e-04      8.95e-02    4.7e-04
 232900      3.18e+00      8.93e-03      3.22e-01    4.7e-04
 233000      2.15e+00      5.67e-04      2.20e-01    4.7e-04
 233100      2.36e+00      1.27e-02      2.30e-01    4.7e-04
 233200      1.29e+00      2.15e-02      1.03e-01    4.7e-04
 233300      8.69e-01      6.69e-04      8.89e-02    4.7e-04
 233400      2.10e+00      3.50e-03      2.15e-01    4.7e-04
 233500      2.07e+00      3.24e-03      2.11e-01    4.7e-04
 233600      2.10e+00      6.34e-03      2.12e-01    4.7e-04
 233700      9.52e-01      2.91e-03      9.68e-02    4.7e-04
 233800      2.22e+00      1.43e-03      2.27e-01    4.7e-04
 233900      1.01e+00      1.72e-03      1.03e-01    4.7e-04
 234000      9.17e-01      8.11e-03      8.86e-02    4.7e-04
 234100      1.02e+00      3.80e-03      1.04e-01    4.7e-04
 234200      9.86e-01      3.67e-04      1.01e-01    4.7e-04
 234300      9.53e-01      1.24e-02      8.54e-02    4.7e-04
 234400      2.22e+00      1.14e-04      2.27e-01    4.7e-04
 234500      1.00e+00      3.86e-03      1.02e-01    4.7e-04
 234600      1.14e+00      8.35e-03      1.13e-01    4.7e-04
 234700      2.07e+00      2.79e-03      2.11e-01    4.7e-04
 234800      8.22e-01      3.85e-03      8.29e-02    4.7e-04
 234900      2.01e+00      8.87e-04      2.06e-01    4.7e-04
 235000      2.64e+00      7.29e-03      2.74e-01    4.5e-04
 235100      2.03e+00      2.01e-03      2.13e-01    4.5e-04
 235200      2.50e+00      1.16e-03      2.63e-01    4.5e-04
 235300      2.27e+00      5.27e-04      2.38e-01    4.5e-04
 235400      1.97e+00      1.05e-03      2.07e-01    4.5e-04
 235500      1.99e+00      1.57e-04      2.09e-01    4.5e-04
 235600      7.98e-01      5.94e-03      8.05e-02    4.5e-04
 235700      2.33e+00      2.01e-03      2.45e-01    4.5e-04
 235800      2.05e+00      7.04e-03      2.11e-01    4.5e-04
 235900      2.03e+00      7.99e-03      2.08e-01    4.5e-04
 236000      2.01e+00      1.34e-03      2.11e-01    4.5e-04
 236100      2.03e+00      3.22e-04      2.13e-01    4.5e-04
 236200      8.06e-01      1.37e-03      8.45e-02    4.5e-04
 236300      1.97e+00      2.35e-03      2.07e-01    4.5e-04
 236400      2.01e+00      4.97e-03      2.09e-01    4.5e-04
 236500      2.07e+00      5.17e-04      2.17e-01    4.5e-04
 236600      2.10e+00      3.94e-03      2.19e-01    4.5e-04
 236700      2.12e+00      5.97e-03      2.20e-01    4.5e-04
 236800      2.35e+00      9.03e-03      2.41e-01    4.5e-04
 236900      1.28e+00      3.88e-03      1.33e-01    4.5e-04
 237000      2.42e+00      4.11e-04      2.54e-01    4.5e-04
 237100      2.01e+00      1.80e-04      2.11e-01    4.5e-04
 237200      2.06e+00      3.74e-03      2.16e-01    4.5e-04
 237300      2.01e+00      1.23e-03      2.11e-01    4.5e-04
 237400      8.22e-01      2.60e-03      8.57e-02    4.5e-04
 237500      2.13e+00      1.22e-03      2.24e-01    4.5e-04
 237600      2.05e+00      6.44e-04      2.15e-01    4.5e-04
 237700      2.08e+00      1.21e-03      2.18e-01    4.5e-04
 237800      2.10e+00      2.94e-03      2.20e-01    4.5e-04
 237900      2.21e+00      1.67e-03      2.32e-01    4.5e-04
 238000      1.08e+00      9.71e-04      1.13e-01    4.5e-04
 238100      3.69e+00      1.24e-02      3.86e-01    4.5e-04
 238200      3.58e+00      8.80e-02      1.48e-01    4.5e-04
 238300      2.18e+00      2.01e-04      2.29e-01    4.5e-04
 238400      1.00e+00      4.53e-03      1.04e-01    4.5e-04
 238500      1.02e+00      4.15e-04      1.07e-01    4.5e-04
 238600      2.03e+00      2.54e-03      2.13e-01    4.5e-04
 238700      8.40e-01      5.58e-03      8.54e-02    4.5e-04
 238800      2.10e+00      1.77e-03      2.20e-01    4.5e-04
 238900      3.76e+00      3.90e-03      3.95e-01    4.5e-04
 239000      8.27e-01      3.87e-04      8.68e-02    4.5e-04
 239100      2.19e+00      4.36e-03      2.28e-01    4.5e-04
 239200      2.29e+00      5.29e-04      2.40e-01    4.5e-04
 239300      2.52e+00      3.80e-04      2.64e-01    4.5e-04
 239400      2.11e+00      4.02e-03      2.20e-01    4.5e-04
 239500      2.18e+00      9.94e-05      2.29e-01    4.5e-04
 239600      1.22e+00      5.00e-04      1.28e-01    4.5e-04
 239700      8.90e-01      1.28e-03      9.34e-02    4.5e-04
 239800      1.98e+00      5.40e-03      2.06e-01    4.5e-04
 239900      1.97e+00      4.34e-03      2.06e-01    4.5e-04
 240000      2.13e+00      1.02e-02      2.21e-01    4.3e-04
 240100      2.36e+00      1.46e-03      2.55e-01    4.3e-04
 240200      1.83e+00      1.07e-06      1.97e-01    4.3e-04
 240300      1.90e+00      2.71e-03      2.04e-01    4.3e-04
 240400      2.01e+00      3.17e-03      2.15e-01    4.3e-04
 240500      2.11e+00      1.83e-04      2.27e-01    4.3e-04
 240600      2.38e+00      4.11e-03      2.56e-01    4.3e-04
 240700      1.92e+00      9.93e-05      2.07e-01    4.3e-04
 240800      2.06e+00      5.45e-04      2.22e-01    4.3e-04
 240900      8.73e-01      5.27e-04      9.41e-02    4.3e-04
 241000      1.86e+00      1.66e-03      2.01e-01    4.3e-04
 241100      2.01e+00      3.34e-03      2.15e-01    4.3e-04
 241200      1.92e+00      7.98e-03      2.01e-01    4.3e-04
 241300      7.53e-01      2.48e-03      8.05e-02    4.3e-04
 241400      1.98e+00      5.08e-03      2.11e-01    4.3e-04
 241500      1.90e+00      3.06e-03      2.04e-01    4.3e-04
 241600      2.12e+00      2.52e-03      2.28e-01    4.3e-04
 241700      9.63e-01      1.26e-04      1.04e-01    4.3e-04
 241800      2.01e+00      2.59e-03      2.16e-01    4.3e-04
 241900      3.55e+00      4.11e-03      3.83e-01    4.3e-04
 242000      2.86e+00      2.10e-03      3.07e-01    4.3e-04
 242100      2.82e+00      1.06e-03      3.03e-01    4.3e-04
 242200      2.17e+00      5.54e-03      2.31e-01    4.3e-04
 242300      1.91e+00      4.47e-03      2.04e-01    4.3e-04
 242400      1.97e+00      3.92e-03      2.11e-01    4.3e-04
 242500      3.86e+00      6.03e-03      4.15e-01    4.3e-04
 242600      7.58e-01      1.43e-03      8.15e-02    4.3e-04
 242700      1.82e+00      2.50e-03      1.96e-01    4.3e-04
 242800      9.83e-01      5.21e-03      1.04e-01    4.3e-04
 242900      1.12e+00      1.21e-02      1.11e-01    4.3e-04
 243000      2.11e+00      1.36e-03      2.28e-01    4.3e-04
 243100      1.93e+00      2.16e-04      2.08e-01    4.3e-04
 243200      1.21e+00      1.02e-03      1.30e-01    4.3e-04
 243300      2.02e+00      2.96e-03      2.17e-01    4.3e-04
 243400      1.99e+00      8.53e-04      2.14e-01    4.3e-04
 243500      2.25e+00      1.17e-03      2.43e-01    4.3e-04
 243600      1.93e+00      1.95e-03      2.08e-01    4.3e-04
 243700      2.01e+00      2.34e-03      2.16e-01    4.3e-04
 243800      2.08e+00      1.49e-03      2.23e-01    4.3e-04
 243900      1.78e+00      5.54e-03      1.89e-01    4.3e-04
 244000      1.17e+00      4.85e-03      1.24e-01    4.3e-04
 244100      8.36e-01      1.12e-03      8.99e-02    4.3e-04
 244200      2.03e+00      7.13e-03      2.14e-01    4.3e-04
 244300      2.40e+00      4.11e-03      2.57e-01    4.3e-04
 244400      1.96e+00      2.15e-04      2.11e-01    4.3e-04
 244500      1.92e+00      7.91e-04      2.07e-01    4.3e-04
 244600      2.00e+00      3.34e-03      2.15e-01    4.3e-04
 244700      2.04e+00      1.54e-03      2.19e-01    4.3e-04
 244800      1.09e+00      5.48e-03      1.15e-01    4.3e-04
 244900      2.02e+00      1.16e-03      2.17e-01    4.3e-04
 245000      1.11e+00      6.31e-03      1.20e-01    4.0e-04
 245100      1.90e+00      3.33e-03      2.09e-01    4.0e-04
 245200      1.90e+00      2.51e-03      2.09e-01    4.0e-04
 245300      4.05e+00      3.65e-03      4.47e-01    4.0e-04
 245400      1.95e+00      2.03e-04      2.15e-01    4.0e-04
 245500      1.24e+00      6.32e-04      1.37e-01    4.0e-04
 245600      1.90e+00      1.49e-03      2.09e-01    4.0e-04
 245700      1.88e+00      2.25e-03      2.08e-01    4.0e-04
 245800      2.20e+00      1.01e-03      2.43e-01    4.0e-04
 245900      1.24e+00      7.60e-03      1.34e-01    4.0e-04
 246000      2.47e+00      1.69e-03      2.73e-01    4.0e-04
 246100      2.08e+00      1.31e-02      2.15e-01    4.0e-04
 246200      2.18e+00      2.34e-03      2.41e-01    4.0e-04
 246300      1.97e+00      1.58e-03      2.18e-01    4.0e-04
 246400      9.00e-01      2.18e-03      9.90e-02    4.0e-04
 246500      9.39e-01      1.36e-02      8.71e-02    4.0e-04
 246600      1.15e+00      3.59e-04      1.27e-01    4.0e-04
 246700      1.91e+00      1.50e-03      2.11e-01    4.0e-04
 246800      1.93e+00      3.95e-03      2.12e-01    4.0e-04
 246900      1.85e+00      8.85e-04      2.05e-01    4.0e-04
 247000      1.87e+00      7.95e-04      2.06e-01    4.0e-04
 247100      1.98e+00      2.53e-03      2.18e-01    4.0e-04
 247200      1.93e+00      5.80e-03      2.10e-01    4.0e-04
 247300      1.84e+00      1.02e-04      2.03e-01    4.0e-04
 247400      1.89e+00      3.82e-03      2.08e-01    4.0e-04
 247500      1.00e+00      5.49e-03      1.09e-01    4.0e-04
 247600      1.97e+00      5.46e-03      2.15e-01    4.0e-04
 247700      1.77e+00      1.41e-03      1.95e-01    4.0e-04
 247800      1.89e+00      2.99e-03      2.08e-01    4.0e-04
 247900      9.02e-01      1.29e-02      8.40e-02    4.0e-04
 248000      1.88e+00      8.70e-04      2.08e-01    4.0e-04
 248100      1.83e+00      1.22e-03      2.02e-01    4.0e-04
 248200      1.97e+00      3.47e-03      2.16e-01    4.0e-04
 248300      2.25e+00      7.51e-04      2.49e-01    4.0e-04
 248400      8.30e-01      2.05e-03      9.13e-02    4.0e-04
 248500      2.01e+00      8.42e-04      2.22e-01    4.0e-04
 248600      1.18e+00      2.28e-02      9.04e-02    4.0e-04
 248700      1.79e+00      9.74e-04      1.98e-01    4.0e-04
 248800      1.01e+00      4.93e-04      1.12e-01    4.0e-04
 248900      1.86e+00      1.06e-04      2.06e-01    4.0e-04
 249000      1.91e+00      3.46e-03      2.10e-01    4.0e-04
 249100      2.17e+00      3.86e-04      2.40e-01    4.0e-04
 249200      2.00e+00      3.93e-03      2.20e-01    4.0e-04
 249300      1.71e+00      3.85e-04      1.89e-01    4.0e-04
 249400      7.77e-01      6.64e-04      8.58e-02    4.0e-04
 249500      1.73e+00      2.99e-03      1.91e-01    4.0e-04
 249600      2.03e+00      7.56e-03      2.20e-01    4.0e-04
 249700      9.30e-01      5.71e-03      1.00e-01    4.0e-04
 249800      2.10e+00      6.82e-04      2.32e-01    4.0e-04
 249900      3.46e+00      9.57e-03      3.81e-01    4.0e-04
 250000      8.18e-01      2.09e-03      9.23e-02    3.8e-04
 250100      1.98e+00      5.19e-03      2.22e-01    3.8e-04
 250200      1.92e+00      3.17e-03      2.17e-01    3.8e-04
 250300      1.98e+00      4.32e-03      2.23e-01    3.8e-04
 250400      1.90e+00      2.71e-03      2.15e-01    3.8e-04
 250500      1.95e+00      1.65e-03      2.21e-01    3.8e-04
 250600      1.89e+00      3.14e-03      2.13e-01    3.8e-04
 250700      2.09e+00      6.77e-03      2.33e-01    3.8e-04
 250800      9.39e-01      1.99e-03      1.06e-01    3.8e-04
 250900      2.08e+00      7.49e-04      2.35e-01    3.8e-04
 251000      1.89e+00      8.89e-04      2.14e-01    3.8e-04
 251100      8.59e-01      9.30e-05      9.73e-02    3.8e-04
 251200      9.81e-01      2.52e-04      1.11e-01    3.8e-04
 251300      7.42e-01      1.29e-04      8.41e-02    3.8e-04
 251400      9.85e-01      1.62e-03      1.11e-01    3.8e-04
 251500      1.76e+00      5.28e-04      1.99e-01    3.8e-04
 251600      2.00e+00      4.16e-04      2.27e-01    3.8e-04
 251700      2.05e+00      1.00e-03      2.33e-01    3.8e-04
 251800      1.92e+00      9.03e-05      2.17e-01    3.8e-04
 251900      9.67e-01      9.53e-04      1.10e-01    3.8e-04
 252000      2.06e+00      2.09e-04      2.34e-01    3.8e-04
 252100      1.94e+00      9.18e-05      2.20e-01    3.8e-04
 252200      7.95e-01      8.97e-04      9.00e-02    3.8e-04
 252300      1.86e+00      3.90e-03      2.10e-01    3.8e-04
 252400      1.08e+00      8.69e-04      1.22e-01    3.8e-04
 252500      9.34e-01      1.01e-03      1.06e-01    3.8e-04
 252600      8.36e-01      5.68e-04      9.47e-02    3.8e-04
 252700      2.24e+00      1.17e-03      2.54e-01    3.8e-04
 252800      1.94e+00      1.88e-03      2.19e-01    3.8e-04
 252900      3.96e+00      4.10e-03      4.49e-01    3.8e-04
 253000      3.64e+00      8.33e-03      4.11e-01    3.8e-04
 253100      2.12e+00      2.60e-04      2.41e-01    3.8e-04
 253200      3.87e+00      3.48e-03      4.38e-01    3.8e-04
 253300      2.03e+00      2.73e-03      2.29e-01    3.8e-04
 253400      1.98e+00      9.14e-05      2.25e-01    3.8e-04
 253500      9.41e-01      1.65e-03      1.06e-01    3.8e-04
 253600      9.15e-01      1.48e-03      1.04e-01    3.8e-04
 253700      1.90e+00      5.46e-03      2.13e-01    3.8e-04
 253800      9.65e-01      1.13e-04      1.09e-01    3.8e-04
 253900      1.86e+00      6.89e-04      2.10e-01    3.8e-04
 254000      1.11e+00      4.01e-03      1.25e-01    3.8e-04
 254100      9.31e-01      1.23e-02      9.14e-02    3.8e-04
 254200      1.95e+00      9.40e-04      2.21e-01    3.8e-04
 254300      9.11e-01      1.85e-03      1.03e-01    3.8e-04
 254400      1.89e+00      3.21e-03      2.13e-01    3.8e-04
 254500      1.84e+00      3.20e-03      2.08e-01    3.8e-04
 254600      9.61e-01      6.99e-03      1.05e-01    3.8e-04
 254700      1.72e+00      5.43e-04      1.95e-01    3.8e-04
 254800      2.38e+00      3.99e-03      2.68e-01    3.8e-04
 254900      1.91e+00      1.85e-03      2.16e-01    3.8e-04
 255000      1.87e+00      3.59e-04      2.18e-01    3.7e-04
 255100      1.79e+00      1.84e-03      2.08e-01    3.7e-04
 255200      1.82e+00      7.41e-04      2.11e-01    3.7e-04
 255300      1.89e+00      4.39e-03      2.17e-01    3.7e-04
 255400      7.59e-01      1.80e-03      8.78e-02    3.7e-04
 255500      9.81e-01      1.71e-03      1.14e-01    3.7e-04
 255600      8.92e-01      1.00e-03      1.04e-01    3.7e-04
 255700      7.30e-01      2.26e-04      8.48e-02    3.7e-04
 255800      1.87e+00      1.93e-03      2.17e-01    3.7e-04
 255900      1.89e+00      4.17e-04      2.19e-01    3.7e-04
 256000      1.92e+00      2.50e-03      2.23e-01    3.7e-04
 256100      1.87e+00      4.70e-04      2.17e-01    3.7e-04
 256200      1.79e+00      1.04e-03      2.08e-01    3.7e-04
 256300      2.78e+00      1.65e-03      3.23e-01    3.7e-04
 256400      1.15e+00      1.72e-03      1.33e-01    3.7e-04
 256500      1.14e+00      1.48e-02      1.15e-01    3.7e-04
 256600      7.13e-01      1.68e-03      8.26e-02    3.7e-04
 256700      7.23e-01      2.45e-03      8.33e-02    3.7e-04
 256800      2.03e+00      2.50e-03      2.36e-01    3.7e-04
 256900      7.34e-01      2.14e-03      8.48e-02    3.7e-04
 257000      9.57e-01      3.44e-03      1.10e-01    3.7e-04
 257100      8.36e-01      4.14e-03      9.55e-02    3.7e-04
 257200      1.87e+00      3.90e-03      2.16e-01    3.7e-04
 257300      1.80e+00      3.25e-03      2.08e-01    3.7e-04
 257400      3.20e+00      3.71e-03      3.72e-01    3.7e-04
 257500      1.01e+00      4.49e-03      1.15e-01    3.7e-04
 257600      1.93e+00      1.64e-03      2.24e-01    3.7e-04
 257700      1.84e+00      2.41e-04      2.14e-01    3.7e-04
 257800      1.86e+00      2.59e-04      2.16e-01    3.7e-04
 257900      1.74e+00      3.57e-04      2.03e-01    3.7e-04
 258000      1.73e+00      5.51e-04      2.01e-01    3.7e-04
 258100      1.80e+00      1.18e-03      2.09e-01    3.7e-04
 258200      1.86e+00      1.41e-04      2.16e-01    3.7e-04
 258300      1.71e+00      2.63e-03      1.99e-01    3.7e-04
 258400      1.73e+00      5.79e-04      2.01e-01    3.7e-04
 258500      7.09e-01      1.57e-03      8.21e-02    3.7e-04
 258600      2.02e+00      3.15e-03      2.34e-01    3.7e-04
 258700      1.73e+00      2.32e-03      2.01e-01    3.7e-04
 258800      1.75e+00      2.41e-03      2.03e-01    3.7e-04
 258900      3.34e+00      8.98e-04      3.88e-01    3.7e-04
 259000      1.86e+00      3.58e-03      2.15e-01    3.7e-04
 259100      1.00e+00      4.03e-03      1.15e-01    3.7e-04
 259200      9.44e-01      3.42e-03      1.09e-01    3.7e-04
 259300      1.74e+00      1.63e-03      2.02e-01    3.7e-04
 259400      9.75e-01      5.22e-03      1.11e-01    3.7e-04
 259500      1.91e+00      2.31e-03      2.22e-01    3.7e-04
 259600      1.02e+00      5.12e-03      1.16e-01    3.7e-04
 259700      1.84e+00      1.35e-04      2.14e-01    3.7e-04
 259800      1.93e+00      2.31e-04      2.24e-01    3.7e-04
 259900      1.69e+00      1.41e-03      1.96e-01    3.7e-04
 260000      9.09e-01      3.69e-03      1.07e-01    3.5e-04
 260100      8.59e-01      5.41e-03      9.94e-02    3.5e-04
 260200      1.69e+00      3.38e-03      2.01e-01    3.5e-04
 260300      1.95e+00      2.60e-03      2.32e-01    3.5e-04
 260400      3.35e+00      2.94e-03      3.99e-01    3.5e-04
 260500      1.74e+00      1.92e-04      2.08e-01    3.5e-04
 260600      1.23e+00      1.57e-03      1.47e-01    3.5e-04
 260700      9.25e-01      5.86e-04      1.10e-01    3.5e-04
 260800      8.15e-01      4.28e-03      9.52e-02    3.5e-04
 260900      1.76e+00      1.49e-04      2.09e-01    3.5e-04
 261000      2.37e+00      1.38e-03      2.82e-01    3.5e-04
 261100      1.84e+00      1.22e-03      2.19e-01    3.5e-04
 261200      1.67e+00      1.82e-03      1.99e-01    3.5e-04
 261300      1.01e+00      5.47e-03      1.18e-01    3.5e-04
 261400      3.43e+00      3.22e-03      4.09e-01    3.5e-04
 261500      1.76e+00      9.63e-04      2.10e-01    3.5e-04
 261600      1.72e+00      2.02e-03      2.04e-01    3.5e-04
 261700      2.19e+00      5.94e-03      2.58e-01    3.5e-04
 261800      8.07e-01      5.53e-03      9.30e-02    3.5e-04
 261900      1.80e+00      1.21e-03      2.14e-01    3.5e-04
 262000      2.17e+00      3.73e-04      2.59e-01    3.5e-04
 262100      1.83e+00      3.85e-03      2.16e-01    3.5e-04
 262200      8.93e-01      5.46e-03      1.04e-01    3.5e-04
 262300      7.14e-01      4.52e-04      8.51e-02    3.5e-04
 262400      2.09e+00      2.29e-04      2.49e-01    3.5e-04
 262500      1.73e+00      2.89e-03      2.06e-01    3.5e-04
 262600      1.06e+00      5.51e-05      1.27e-01    3.5e-04
 262700      1.73e+00      1.04e-03      2.06e-01    3.5e-04
 262800      1.86e+00      4.19e-03      2.19e-01    3.5e-04
 262900      1.74e+00      1.90e-03      2.08e-01    3.5e-04
 263000      1.77e+00      1.01e-03      2.11e-01    3.5e-04
 263100      2.02e+00      7.19e-04      2.41e-01    3.5e-04
 263200      1.05e+00      7.99e-05      1.25e-01    3.5e-04
 263300      6.55e-01      3.86e-03      7.61e-02    3.5e-04
 263400      3.19e+00      9.87e-03      3.79e-01    3.5e-04
 263500      1.88e+00      3.05e-03      2.23e-01    3.5e-04
 263600      1.82e+00      3.21e-03      2.15e-01    3.5e-04
 263700      2.26e+00      6.02e-03      2.66e-01    3.5e-04
 263800      3.71e+00      9.83e-04      4.43e-01    3.5e-04
 263900      1.16e+00      8.92e-03      1.32e-01    3.5e-04
 264000      1.86e+00      3.14e-04      2.21e-01    3.5e-04
 264100      1.60e+00      4.43e-03      1.88e-01    3.5e-04
 264200      1.96e+00      5.40e-05      2.34e-01    3.5e-04
 264300      1.76e+00      6.89e-03      2.05e-01    3.5e-04
 264400      1.68e+00      1.21e-03      2.00e-01    3.5e-04
 264500      7.35e-01      6.32e-04      8.76e-02    3.5e-04
 264600      1.72e+00      8.10e-04      2.05e-01    3.5e-04
 264700      1.73e+00      1.59e-03      2.06e-01    3.5e-04
 264800      1.66e+00      2.87e-04      1.98e-01    3.5e-04
 264900      1.87e+00      3.83e-03      2.21e-01    3.5e-04
 265000      1.88e+00      1.20e-03      2.29e-01    3.3e-04
 265100      1.27e+00      5.16e-03      1.54e-01    3.3e-04
 265200      7.88e-01      7.88e-03      8.91e-02    3.3e-04
 265300      1.87e+00      3.19e-03      2.27e-01    3.3e-04
 265400      1.66e+00      4.49e-03      2.01e-01    3.3e-04
 265500      8.68e-01      2.87e-03      1.05e-01    3.3e-04
 265600      1.85e+00      1.52e-03      2.26e-01    3.3e-04
 265700      1.74e+00      7.43e-04      2.13e-01    3.3e-04
 265800      6.99e-01      5.04e-03      8.22e-02    3.3e-04
 265900      2.14e+00      1.35e-02      2.44e-01    3.3e-04
 266000      1.86e+00      2.63e-03      2.27e-01    3.3e-04
 266100      2.28e+00      6.32e-04      2.79e-01    3.3e-04
 266200      9.09e-01      4.38e-03      1.09e-01    3.3e-04
 266300      1.77e+00      3.62e-03      2.15e-01    3.3e-04
 266400      1.82e+00      3.76e-04      2.22e-01    3.3e-04
 266500      9.01e-01      7.94e-04      1.10e-01    3.3e-04
 266600      3.03e+00      8.13e-03      3.69e-01    3.3e-04
 266700      1.82e+00      3.53e-03      2.21e-01    3.3e-04
 266800      1.80e+00      2.25e-03      2.20e-01    3.3e-04
 266900      9.18e-01      6.81e-03      1.08e-01    3.3e-04
 267000      1.82e+00      1.03e-03      2.23e-01    3.3e-04
 267100      6.66e-01      2.24e-03      8.08e-02    3.3e-04
 267200      1.85e+00      2.75e-03      2.26e-01    3.3e-04
 267300      7.50e-01      1.28e-03      9.15e-02    3.3e-04
 267400      1.82e+00      9.58e-04      2.22e-01    3.3e-04
 267500      1.72e+00      2.11e-03      2.10e-01    3.3e-04
 267600      1.83e+00      4.00e-03      2.22e-01    3.3e-04
 267700      1.70e+00      1.73e-04      2.08e-01    3.3e-04
 267800      1.81e+00      2.04e-03      2.21e-01    3.3e-04
 267900      1.61e+00      2.85e-03      1.96e-01    3.3e-04
 268000      1.78e+00      3.88e-04      2.18e-01    3.3e-04
 268100      1.90e+00      6.25e-03      2.28e-01    3.3e-04
 268200      3.36e+00      4.77e-03      4.10e-01    3.3e-04
 268300      7.52e-01      6.54e-03      8.68e-02    3.3e-04
 268400      1.39e+00      2.82e-02      1.09e-01    3.3e-04
 268500      1.88e+00      9.70e-03      2.20e-01    3.3e-04
 268600      1.95e+00      2.33e-03      2.37e-01    3.3e-04
 268700      1.23e+00      2.22e-02      1.09e-01    3.3e-04
 268800      2.11e+00      5.30e-03      2.55e-01    3.3e-04
 268900      8.66e-01      1.18e-03      1.06e-01    3.3e-04
 269000      8.64e-01      1.37e-03      1.05e-01    3.3e-04
 269100      9.42e-01      2.79e-03      1.14e-01    3.3e-04
 269200      1.91e+00      2.63e-03      2.33e-01    3.3e-04
 269300      6.67e-01      4.31e-04      8.16e-02    3.3e-04
 269400      9.48e-01      3.49e-04      1.16e-01    3.3e-04
 269500      1.69e+00      2.53e-03      2.06e-01    3.3e-04
 269600      2.19e+00      2.68e-03      2.67e-01    3.3e-04
 269700      8.59e-01      3.99e-03      1.03e-01    3.3e-04
 269800      1.12e+00      1.21e-02      1.25e-01    3.3e-04
 269900      8.81e-01      3.71e-03      1.06e-01    3.3e-04
 270000      1.78e+00      2.71e-03      2.22e-01    3.1e-04
 270100      2.00e+00      1.76e-03      2.50e-01    3.1e-04
 270200      1.66e+00      1.39e-03      2.08e-01    3.1e-04
 270300      1.91e+00      8.06e-04      2.39e-01    3.1e-04
 270400      1.02e+00      2.31e-03      1.27e-01    3.1e-04
 270500      7.02e-01      1.42e-03      8.78e-02    3.1e-04
 270600      1.66e+00      6.03e-04      2.08e-01    3.1e-04
 270700      1.84e+00      3.07e-04      2.31e-01    3.1e-04
 270800      1.78e+00      5.64e-05      2.23e-01    3.1e-04
 270900      1.89e+00      8.16e-05      2.37e-01    3.1e-04
 271000      1.61e+00      4.56e-03      2.00e-01    3.1e-04
 271100      6.97e-01      9.25e-04      8.73e-02    3.1e-04
 271200      3.27e+00      6.57e-03      4.10e-01    3.1e-04
