#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
   4200      8.80e+00      2.53e-02      2.78e-01    5.0e-03
   4300      9.98e+00      6.55e-02      3.16e-01    5.0e-03
   4400      9.82e+00      3.23e-02      3.10e-01    5.0e-03
   4500      1.06e+01      3.52e-02      3.36e-01    5.0e-03
   4600      1.10e+01      1.97e-02      3.47e-01    5.0e-03
   4700      1.17e+01      7.72e-02      3.71e-01    5.0e-03
   4800      8.68e+00      1.16e-01      2.74e-01    5.0e-03
   4900      1.29e+01      7.92e-02      4.07e-01    5.0e-03
   5000      8.70e+00      4.01e-02      2.82e-01    4.7e-03
   5100      7.89e+00      6.72e-03      2.56e-01    4.7e-03
   5200      8.89e+00      4.44e-03      2.88e-01    4.7e-03
   5300      8.69e+00      3.77e-02      2.81e-01    4.7e-03
   5400      4.31e+00      4.17e-02      1.39e-01    4.7e-03
   5500      8.18e+00      4.15e-02      2.65e-01    4.7e-03
   5600      8.75e+00      2.38e-02      2.84e-01    4.7e-03
   5700      4.60e+00      3.51e-02      1.49e-01    4.7e-03
   5800      1.05e+01      2.32e-02      3.41e-01    4.7e-03
   5900      4.31e+00      1.82e-02      1.40e-01    4.7e-03
   6000      4.05e+00      1.09e-02      1.31e-01    4.7e-03
   6100      9.64e+00      1.74e-02      3.13e-01    4.7e-03
   6200      1.11e+01      2.27e-02      3.62e-01    4.7e-03
   6300      6.97e+00      4.56e-02      2.26e-01    4.7e-03
   6400      5.22e+00      9.88e-04      1.69e-01    4.7e-03
   6500      1.11e+01      1.55e-02      3.60e-01    4.7e-03
   6600      4.37e+00      5.17e-02      1.41e-01    4.7e-03
   6700      9.39e+00      6.84e-02      3.03e-01    4.7e-03
   6800      9.30e+00      1.75e-02      3.02e-01    4.7e-03
   6900      1.30e+01      1.86e-02      4.21e-01    4.7e-03
   7000      1.02e+01      2.66e-03      3.30e-01    4.7e-03
   7100      8.64e+00      4.58e-02      2.80e-01    4.7e-03
   7200      8.89e+00      9.82e-03      2.88e-01    4.7e-03
   7300      1.02e+01      9.06e-03      3.32e-01    4.7e-03
   7400      9.39e+00      9.10e-02      3.02e-01    4.7e-03
   7500      1.03e+01      1.53e-01      3.27e-01    4.7e-03
   7600      8.73e+00      4.70e-02      2.82e-01    4.7e-03
   7700      8.63e+00      7.54e-02      2.78e-01    4.7e-03
   7800      9.15e+00      1.45e-02      2.97e-01    4.7e-03
   7900      8.98e+00      1.25e-02      2.91e-01    4.7e-03
   8000      4.68e+00      5.48e-03      1.52e-01    4.7e-03
   8100      6.51e+00      1.18e-02      2.11e-01    4.7e-03
   8200      8.37e+00      4.40e-02      2.71e-01    4.7e-03
   8300      4.07e+00      1.95e-01      1.19e-01    4.7e-03
   8400      8.96e+00      1.63e-02      2.91e-01    4.7e-03
   8500      8.83e+00      2.27e-02      2.86e-01    4.7e-03
   8600      9.58e+00      2.88e-02      3.11e-01    4.7e-03
   8700      4.11e+00      1.69e-02      1.33e-01    4.7e-03
   8800      9.20e+00      2.87e-02      2.98e-01    4.7e-03
   8900      1.36e+01      2.50e-02      4.40e-01    4.7e-03
   9000      1.47e+01      1.35e-01      4.77e-01    4.7e-03
   9100      7.67e+00      9.73e-03      2.49e-01    4.7e-03
   9200      4.17e+00      6.57e-02      1.34e-01    4.7e-03
   9300      1.03e+01      1.02e-02      3.34e-01    4.7e-03
   9400      1.50e+01      2.19e-02      4.88e-01    4.7e-03
   9500      7.52e+00      1.09e-02      2.44e-01    4.7e-03
   9600      9.79e+00      6.45e-02      3.16e-01    4.7e-03
   9700      8.19e+00      2.56e-02      2.66e-01    4.7e-03
   9800      7.52e+00      7.31e-03      2.44e-01    4.7e-03
   9900      7.98e+00      9.89e-03      2.59e-01    4.7e-03
  10000      8.19e+00      1.85e-03      2.73e-01    4.5e-03
  10100      4.27e+00      3.04e-02      1.42e-01    4.5e-03
  10200      8.42e+00      5.75e-02      2.79e-01    4.5e-03
  10300      5.79e+00      4.17e-02      1.92e-01    4.5e-03
  10400      7.95e+00      1.05e-02      2.65e-01    4.5e-03
  10500      8.64e+00      7.39e-02      2.84e-01    4.5e-03
  10600      7.96e+00      1.63e-02      2.65e-01    4.5e-03
  10700      7.90e+00      9.23e-02      2.57e-01    4.5e-03
  10800      4.35e+00      9.27e-03      1.45e-01    4.5e-03
  10900      8.08e+00      2.05e-02      2.69e-01    4.5e-03
  11000      6.19e+00      7.94e-02      2.03e-01    4.5e-03
  11100      1.28e+01      1.57e-01      4.22e-01    4.5e-03
  11200      8.30e+00      2.83e-02      2.76e-01    4.5e-03
  11300      7.81e+00      2.20e-02      2.59e-01    4.5e-03
  11400      6.01e+00      1.53e-02      2.00e-01    4.5e-03
  11500      8.71e+00      2.72e-02      2.90e-01    4.5e-03
  11600      8.39e+00      1.44e-02      2.79e-01    4.5e-03
  11700      7.42e+00      4.36e-03      2.47e-01    4.5e-03
  11800      7.69e+00      5.44e-03      2.56e-01    4.5e-03
  11900      8.16e+00      6.88e-02      2.70e-01    4.5e-03
  12000      8.73e+00      2.58e-03      2.91e-01    4.5e-03
  12100      7.91e+00      6.65e-03      2.63e-01    4.5e-03
  12200      3.46e+00      5.24e-03      1.15e-01    4.5e-03
  12300      7.66e+00      6.21e-03      2.55e-01    4.5e-03
  12400      8.37e+00      1.54e-02      2.78e-01    4.5e-03
  12500      7.21e+00      7.09e-03      2.40e-01    4.5e-03
  12600      9.01e+00      7.58e-03      3.00e-01    4.5e-03
  12700      1.48e+01      5.98e-02      4.91e-01    4.5e-03
  12800      4.60e+00      8.13e-03      1.53e-01    4.5e-03
  12900      7.40e+00      7.27e-03      2.46e-01    4.5e-03
  13000      4.29e+00      6.53e-03      1.43e-01    4.5e-03
  13100      7.41e+00      1.50e-02      2.46e-01    4.5e-03
  13200      7.81e+00      1.64e-02      2.60e-01    4.5e-03
  13300      7.82e+00      3.79e-03      2.60e-01    4.5e-03
  13400      8.30e+00      6.60e-02      2.73e-01    4.5e-03
  13500      9.80e+00      3.36e-02      3.25e-01    4.5e-03
  13600      5.47e+00      1.76e-01      1.67e-01    4.5e-03
  13700      7.55e+00      3.22e-02      2.51e-01    4.5e-03
  13800      7.20e+00      6.28e-03      2.40e-01    4.5e-03
  13900      7.17e+00      2.55e-02      2.38e-01    4.5e-03
  14000      7.72e+00      1.90e-02      2.57e-01    4.5e-03
  14100      7.43e+00      1.24e-02      2.47e-01    4.5e-03
  14200      1.38e+01      5.33e-02      4.60e-01    4.5e-03
  14300      4.76e+00      1.32e-01      1.49e-01    4.5e-03
  14400      3.39e+00      4.04e-05      1.13e-01    4.5e-03
  14500      3.81e+00      3.96e-02      1.26e-01    4.5e-03
  14600      4.22e+00      2.65e-02      1.40e-01    4.5e-03
  14700      9.39e+00      3.95e-02      3.12e-01    4.5e-03
  14800      1.11e+01      1.53e-02      3.69e-01    4.5e-03
  14900      1.20e+01      3.24e-02      3.98e-01    4.5e-03
  15000      8.80e+00      3.76e-02      2.99e-01    4.3e-03
  15100      9.52e+00      1.28e-03      3.25e-01    4.3e-03
  15200      1.15e+01      1.52e-02      3.94e-01    4.3e-03
  15300      9.05e+00      1.44e-02      3.09e-01    4.3e-03
  15400      3.77e+00      2.39e-02      1.28e-01    4.3e-03
  15500      1.59e+01      7.84e-02      5.42e-01    4.3e-03
  15600      7.66e+00      9.73e-03      2.61e-01    4.3e-03
  15700      8.47e+00      4.13e-02      2.88e-01    4.3e-03
  15800      4.55e+00      3.47e-02      1.54e-01    4.3e-03
  15900      4.23e+00      8.12e-02      1.39e-01    4.3e-03
  16000      6.66e+00      3.60e-02      2.27e-01    4.3e-03
  16100      5.31e+00      6.45e-03      1.81e-01    4.3e-03
  16200      7.52e+00      1.94e-03      2.57e-01    4.3e-03
  16300      1.12e+01      2.87e-02      3.82e-01    4.3e-03
  16400      1.04e+01      2.87e-02      3.53e-01    4.3e-03
  16500      8.13e+00      2.30e-02      2.77e-01    4.3e-03
  16600      7.31e+00      4.62e-03      2.50e-01    4.3e-03
  16700      8.06e+00      2.15e-02      2.75e-01    4.3e-03
  16800      7.98e+00      3.82e-03      2.72e-01    4.3e-03
  16900      6.41e+00      7.70e-03      2.19e-01    4.3e-03
  17000      8.38e+00      3.35e-03      2.86e-01    4.3e-03
  17100      7.96e+00      5.31e-02      2.69e-01    4.3e-03
  17200      7.90e+00      7.16e-03      2.70e-01    4.3e-03
  17300      7.49e+00      2.54e-02      2.55e-01    4.3e-03
  17400      8.67e+00      7.73e-02      2.90e-01    4.3e-03
  17500      7.63e+00      9.74e-03      2.60e-01    4.3e-03
  17600      1.29e+01      9.62e-02      4.39e-01    4.3e-03
  17700      1.27e+01      7.20e-03      4.34e-01    4.3e-03
  17800      9.07e+00      4.95e-02      3.08e-01    4.3e-03
  17900      7.73e+00      9.23e-03      2.64e-01    4.3e-03
  18000      5.37e+00      1.55e-02      1.83e-01    4.3e-03
  18100      7.55e+00      7.44e-02      2.52e-01    4.3e-03
  18200      8.36e+00      2.06e-02      2.85e-01    4.3e-03
  18300      5.64e+00      9.37e-02      1.86e-01    4.3e-03
  18400      9.59e+00      1.17e-03      3.28e-01    4.3e-03
  18500      5.76e+00      6.23e-02      1.94e-01    4.3e-03
  18600      7.35e+00      2.45e-02      2.50e-01    4.3e-03
  18700      1.35e+01      9.23e-02      4.61e-01    4.3e-03
  18800      3.98e+00      3.91e-03      1.36e-01    4.3e-03
  18900      1.60e+01      1.43e-01      5.43e-01    4.3e-03
  19000      9.14e+00      1.10e-04      3.12e-01    4.3e-03
  19100      4.49e+00      6.86e-02      1.49e-01    4.3e-03
  19200      6.90e+00      2.69e-02      2.35e-01    4.3e-03
  19300      6.98e+00      1.36e-02      2.38e-01    4.3e-03
  19400      7.60e+00      2.75e-03      2.60e-01    4.3e-03
  19500      7.79e+00      9.01e-03      2.66e-01    4.3e-03
  19600      3.77e+00      1.34e-03      1.29e-01    4.3e-03
  19700      8.97e+00      1.24e-02      3.06e-01    4.3e-03
  19800      7.77e+00      1.17e-02      2.65e-01    4.3e-03
  19900      3.31e+00      3.29e-03      1.13e-01    4.3e-03
  20000      4.89e+00      5.06e-02      1.69e-01    4.1e-03
  20100      7.34e+00      2.58e-02      2.56e-01    4.1e-03
  20200      7.45e+00      2.89e-03      2.61e-01    4.1e-03
  20300      8.33e+00      1.90e-02      2.91e-01    4.1e-03
  20400      6.91e+00      5.88e-02      2.36e-01    4.1e-03
  20500      4.43e+00      9.29e-03      1.55e-01    4.1e-03
  20600      8.81e+00      4.19e-02      3.06e-01    4.1e-03
  20700      3.13e+00      1.72e-03      1.09e-01    4.1e-03
  20800      6.80e+00      3.64e-02      2.36e-01    4.1e-03
  20900      7.64e+00      1.19e-03      2.68e-01    4.1e-03
  21000      7.77e+00      8.58e-02      2.61e-01    4.1e-03
  21100      7.10e+00      7.74e-03      2.49e-01    4.1e-03
  21200      8.79e+00      4.75e-02      3.05e-01    4.1e-03
  21300      9.79e+00      1.09e-01      3.37e-01    4.1e-03
  21400      8.05e+00      4.00e-02      2.80e-01    4.1e-03
  21500      7.51e+00      1.49e-02      2.63e-01    4.1e-03
  21600      7.39e+00      5.28e-04      2.59e-01    4.1e-03
  21700      4.14e+00      9.73e-02      1.33e-01    4.1e-03
  21800      8.09e+00      4.00e-02      2.81e-01    4.1e-03
  21900      3.37e+00      1.27e-02      1.18e-01    4.1e-03
  22000      4.68e+00      1.42e-02      1.64e-01    4.1e-03
  22100      7.64e+00      8.35e-02      2.63e-01    4.1e-03
  22200      8.09e+00      3.39e-02      2.82e-01    4.1e-03
  22300      6.68e+00      6.36e-02      2.31e-01    4.1e-03
  22400      4.24e+00      3.17e-02      1.47e-01    4.1e-03
  22500      1.09e+01      5.49e-02      3.79e-01    4.1e-03
  22600      5.18e+00      7.42e-02      1.76e-01    4.1e-03
  22700      9.66e+00      5.33e-03      3.38e-01    4.1e-03
  22800      1.17e+01      3.99e-02      4.09e-01    4.1e-03
  22900      9.23e+00      2.51e-02      3.23e-01    4.1e-03
  23000      9.15e+00      2.01e-02      3.20e-01    4.1e-03
  23100      1.06e+01      1.99e-03      3.71e-01    4.1e-03
  23200      1.63e+01      4.85e-02      5.71e-01    4.1e-03
  23300      5.72e+00      4.35e-02      1.99e-01    4.1e-03
  23400      1.13e+01      7.06e-02      3.96e-01    4.1e-03
  23500      8.86e+00      1.61e-02      3.10e-01    4.1e-03
  23600      4.50e+00      5.97e-02      1.53e-01    4.1e-03
  23700      9.00e+00      7.17e-03      3.15e-01    4.1e-03
  23800      8.96e+00      9.94e-02      3.01e-01    4.1e-03
  23900      8.44e+00      5.33e-02      2.92e-01    4.1e-03
  24000      3.49e+00      4.56e-02      1.19e-01    4.1e-03
  24100      1.22e+01      5.12e-02      4.25e-01    4.1e-03
  24200      7.27e+00      1.25e-02      2.55e-01    4.1e-03
  24300      8.28e+00      4.63e-02      2.87e-01    4.1e-03
  24400      7.61e+00      1.68e-02      2.66e-01    4.1e-03
  24500      3.52e+00      2.72e-02      1.22e-01    4.1e-03
  24600      7.79e+00      1.71e-02      2.72e-01    4.1e-03
  24700      7.04e+00      5.26e-02      2.42e-01    4.1e-03
  24800      7.65e+00      4.52e-03      2.68e-01    4.1e-03
  24900      5.94e+00      9.11e-02      2.01e-01    4.1e-03
  25000      7.65e+00      3.09e-02      2.73e-01    3.9e-03
  25100      6.30e+00      1.03e-01      2.15e-01    3.9e-03
  25200      7.31e+00      3.80e-03      2.63e-01    3.9e-03
  25300      7.61e+00      1.42e-02      2.73e-01    3.9e-03
  25400      3.96e+00      1.98e-02      1.42e-01    3.9e-03
  25500      7.24e+00      8.07e-03      2.60e-01    3.9e-03
  25600      3.70e+00      4.49e-02      1.29e-01    3.9e-03
  25700      8.03e+00      9.91e-03      2.88e-01    3.9e-03
  25800      1.34e+01      9.18e-02      4.78e-01    3.9e-03
  25900      6.99e+00      7.47e-03      2.51e-01    3.9e-03
  26000      7.41e+00      5.18e-03      2.66e-01    3.9e-03
  26100      7.48e+00      1.61e-02      2.69e-01    3.9e-03
  26200      1.66e+01      2.87e-02      5.95e-01    3.9e-03
  26300      9.16e+00      2.39e-03      3.29e-01    3.9e-03
  26400      7.52e+00      1.35e-02      2.70e-01    3.9e-03
  26500      5.06e+00      4.48e-02      1.79e-01    3.9e-03
  26600      7.51e+00      7.93e-02      2.58e-01    3.9e-03
  26700      7.13e+00      1.80e-03      2.56e-01    3.9e-03
  26800      7.47e+00      4.73e-03      2.69e-01    3.9e-03
  26900      8.72e+00      1.12e-02      3.13e-01    3.9e-03
  27000      7.14e+00      5.24e-03      2.57e-01    3.9e-03
  27100      6.71e+00      2.27e-02      2.40e-01    3.9e-03
  27200      8.80e+00      4.21e-02      3.13e-01    3.9e-03
  27300      7.24e+00      5.04e-03      2.60e-01    3.9e-03
  27400      7.20e+00      4.43e-02      2.55e-01    3.9e-03
  27500      8.08e+00      3.42e-03      2.90e-01    3.9e-03
  27600      7.04e+00      4.59e-02      2.49e-01    3.9e-03
  27700      6.35e+00      4.06e-02      2.25e-01    3.9e-03
  27800      8.40e+00      2.24e-02      3.01e-01    3.9e-03
  27900      7.81e+00      3.40e-02      2.79e-01    3.9e-03
  28000      7.34e+00      2.08e-02      2.63e-01    3.9e-03
  28100      5.41e+00      2.54e-02      1.94e-01    3.9e-03
  28200      7.32e+00      1.82e-02      2.62e-01    3.9e-03
  28300      7.66e+00      1.59e-02      2.75e-01    3.9e-03
  28400      3.77e+00      5.60e-02      1.30e-01    3.9e-03
  28500      4.42e+00      7.29e-03      1.59e-01    3.9e-03
  28600      3.35e+00      9.59e-03      1.20e-01    3.9e-03
  28700      6.66e+00      4.82e-02      2.34e-01    3.9e-03
  28800      7.11e+00      3.63e-02      2.53e-01    3.9e-03
  28900      6.70e+00      4.54e-02      2.37e-01    3.9e-03
  29000      6.69e+00      4.76e-03      2.41e-01    3.9e-03
  29100      6.99e+00      2.53e-02      2.50e-01    3.9e-03
  29200      7.61e+00      4.76e-02      2.69e-01    3.9e-03
  29300      7.37e+00      4.80e-02      2.61e-01    3.9e-03
  29400      3.03e+00      2.78e-03      1.09e-01    3.9e-03
  29500      8.26e+00      2.43e-02      2.96e-01    3.9e-03
  29600      7.54e+00      5.99e-04      2.71e-01    3.9e-03
  29700      6.95e+00      5.93e-02      2.46e-01    3.9e-03
  29800      7.39e+00      5.85e-02      2.59e-01    3.9e-03
  29900      1.26e+01      2.70e-02      4.52e-01    3.9e-03
  30000      6.78e+00      8.01e-03      2.50e-01    3.7e-03
  30100      6.61e+00      2.70e-02      2.42e-01    3.7e-03
  30200      3.60e+00      1.53e-03      1.33e-01    3.7e-03
  30300      6.98e+00      5.01e-02      2.51e-01    3.7e-03
  30400      1.15e+01      6.32e-02      4.21e-01    3.7e-03
  30500      1.39e+01      5.75e-02      5.07e-01    3.7e-03
  30600      1.20e+01      5.33e-03      4.42e-01    3.7e-03
  30700      9.04e+00      2.39e-02      3.32e-01    3.7e-03
  30800      5.83e+00      2.81e-02      2.14e-01    3.7e-03
  30900      7.64e+00      4.29e-03      2.82e-01    3.7e-03
  31000      7.91e+00      2.17e-02      2.91e-01    3.7e-03
  31100      7.73e+00      1.71e-03      2.85e-01    3.7e-03
  31200      5.71e+00      3.83e-02      2.08e-01    3.7e-03
  31300      5.80e+00      4.42e-02      2.11e-01    3.7e-03
  31400      1.16e+01      2.42e-02      4.29e-01    3.7e-03
  31500      4.15e+00      2.18e-02      1.52e-01    3.7e-03
  31600      7.04e+00      1.13e-03      2.60e-01    3.7e-03
  31700      8.39e+00      7.58e-02      2.98e-01    3.7e-03
  31800      6.89e+00      9.11e-03      2.54e-01    3.7e-03
  31900      7.01e+00      2.73e-03      2.58e-01    3.7e-03
  32000      5.38e+00      3.01e-02      1.97e-01    3.7e-03
  32100      9.89e+00      9.37e-02      3.49e-01    3.7e-03
  32200      4.36e+00      1.49e-02      1.60e-01    3.7e-03
  32300      4.47e+00      8.24e-03      1.65e-01    3.7e-03
  32400      7.52e+00      4.60e-02      2.73e-01    3.7e-03
  32500      7.07e+00      8.01e-03      2.61e-01    3.7e-03
  32600      3.59e+00      1.39e-02      1.32e-01    3.7e-03
  32700      6.70e+00      8.61e-03      2.47e-01    3.7e-03
  32800      7.18e+00      4.52e-04      2.65e-01    3.7e-03
  32900      6.65e+00      8.96e-04      2.45e-01    3.7e-03
  33000      1.19e+01      3.25e-02      4.36e-01    3.7e-03
  33100      6.41e+00      2.14e-02      2.35e-01    3.7e-03
  33200      3.55e+00      1.47e-02      1.30e-01    3.7e-03
  33300      7.74e+00      1.97e-02      2.84e-01    3.7e-03
  33400      6.25e+00      1.15e-02      2.30e-01    3.7e-03
  33500      3.78e+00      7.68e-03      1.39e-01    3.7e-03
  33600      5.02e+00      6.48e-02      1.79e-01    3.7e-03
  33700      6.95e+00      1.00e-03      2.56e-01    3.7e-03
  33800      7.70e+00      5.94e-03      2.84e-01    3.7e-03
  33900      5.51e+00      3.50e-02      2.01e-01    3.7e-03
  34000      6.97e+00      6.48e-03      2.57e-01    3.7e-03
  34100      3.19e+00      1.76e-02      1.17e-01    3.7e-03
  34200      3.19e+00      2.83e-02      1.16e-01    3.7e-03
  34300      8.53e+00      9.45e-04      3.14e-01    3.7e-03
  34400      8.91e+00      1.59e-02      3.28e-01    3.7e-03
  34500      6.44e+00      2.37e-02      2.37e-01    3.7e-03
  34600      4.17e+00      6.38e-02      1.46e-01    3.7e-03
  34700      6.94e+00      2.65e-02      2.54e-01    3.7e-03
  34800      3.17e+00      5.61e-02      1.09e-01    3.7e-03
  34900      6.95e+00      1.83e-03      2.56e-01    3.7e-03
  35000      6.98e+00      1.44e-03      2.64e-01    3.5e-03
  35100      4.54e+00      1.58e-02      1.71e-01    3.5e-03
  35200      1.24e+01      2.19e-02      4.68e-01    3.5e-03
  35300      7.94e+00      6.08e-02      2.91e-01    3.5e-03
  35400      6.78e+00      3.57e-03      2.56e-01    3.5e-03
  35500      6.99e+00      1.15e-02      2.64e-01    3.5e-03
  35600      6.37e+00      7.59e-03      2.41e-01    3.5e-03
  35700      4.97e+00      4.93e-02      1.84e-01    3.5e-03
  35800      6.68e+00      2.44e-02      2.51e-01    3.5e-03
  35900      6.68e+00      7.29e-03      2.53e-01    3.5e-03
  36000      4.84e+00      3.71e-03      1.83e-01    3.5e-03
  36100      7.64e+00      2.12e-02      2.88e-01    3.5e-03
  36200      1.20e+01      7.59e-03      4.54e-01    3.5e-03
  36300      6.72e+00      2.78e-02      2.52e-01    3.5e-03
  36400      6.51e+00      2.50e-03      2.46e-01    3.5e-03
  36500      6.93e+00      3.68e-03      2.62e-01    3.5e-03
  36600      8.23e+00      4.01e-02      3.08e-01    3.5e-03
  36700      4.58e+00      2.61e-03      1.73e-01    3.5e-03
  36800      3.51e+00      4.41e-02      1.28e-01    3.5e-03
  36900      7.34e+00      6.17e-02      2.67e-01    3.5e-03
  37000      6.47e+00      3.99e-03      2.45e-01    3.5e-03
  37100      7.07e+00      8.23e-03      2.67e-01    3.5e-03
  37200      6.15e+00      2.44e-03      2.33e-01    3.5e-03
  37300      7.17e+00      1.54e-02      2.71e-01    3.5e-03
  37400      6.80e+00      7.74e-03      2.57e-01    3.5e-03
  37500      7.31e+00      2.19e-02      2.75e-01    3.5e-03
  37600      7.64e+00      4.55e-02      2.84e-01    3.5e-03
  37700      6.84e+00      6.39e-03      2.59e-01    3.5e-03
  37800      7.61e+00      2.82e-03      2.88e-01    3.5e-03
  37900      6.75e+00      1.24e-02      2.55e-01    3.5e-03
  38000      6.45e+00      9.23e-03      2.44e-01    3.5e-03
  38100      7.27e+00      1.86e-02      2.74e-01    3.5e-03
  38200      7.61e+00      5.16e-02      2.81e-01    3.5e-03
  38300      6.73e+00      2.03e-03      2.55e-01    3.5e-03
  38400      3.43e+00      1.75e-03      1.30e-01    3.5e-03
  38500      7.74e+00      1.36e-02      2.92e-01    3.5e-03
  38600      3.59e+00      1.58e-03      1.36e-01    3.5e-03
  38700      7.67e+00      1.52e-02      2.90e-01    3.5e-03
  38800      6.60e+00      1.21e-03      2.50e-01    3.5e-03
  38900      6.95e+00      2.26e-03      2.63e-01    3.5e-03
  39000      8.82e+00      7.17e-03      3.34e-01    3.5e-03
  39100      6.22e+00      4.64e-03      2.35e-01    3.5e-03
  39200      7.39e+00      3.20e-02      2.77e-01    3.5e-03
  39300      6.54e+00      8.13e-03      2.47e-01    3.5e-03
  39400      4.99e+00      2.92e-02      1.87e-01    3.5e-03
  39500      6.98e+00      1.55e-02      2.63e-01    3.5e-03
  39600      2.94e+00      1.48e-02      1.11e-01    3.5e-03
  39700      6.30e+00      1.80e-02      2.37e-01    3.5e-03
  39800      6.56e+00      4.49e-03      2.48e-01    3.5e-03
  39900      6.82e+00      1.77e-03      2.58e-01    3.5e-03
  40000      6.38e+00      2.86e-02      2.45e-01    3.3e-03
  40100      6.05e+00      2.26e-02      2.33e-01    3.3e-03
  40200      3.68e+00      2.53e-02      1.41e-01    3.3e-03
  40300      1.14e+01      7.74e-03      4.41e-01    3.3e-03
  40400      3.35e+00      1.40e-02      1.29e-01    3.3e-03
  40500      3.50e+00      2.40e-02      1.34e-01    3.3e-03
  40600      3.88e+00      8.10e-03      1.50e-01    3.3e-03
  40700      8.79e+00      5.88e-03      3.41e-01    3.3e-03
  40800      3.22e+00      2.72e-02      1.23e-01    3.3e-03
  40900      6.53e+00      4.23e-03      2.53e-01    3.3e-03
  41000      6.12e+00      1.33e-02      2.37e-01    3.3e-03
  41100      7.24e+00      4.41e-02      2.75e-01    3.3e-03
  41200      2.66e+00      8.19e-03      1.03e-01    3.3e-03
  41300      6.19e+00      1.23e-02      2.40e-01    3.3e-03
  41400      3.82e+00      3.52e-02      1.45e-01    3.3e-03
  41500      3.03e+00      7.60e-03      1.17e-01    3.3e-03
  41600      6.26e+00      1.11e-02      2.43e-01    3.3e-03
  41700      6.71e+00      1.26e-02      2.60e-01    3.3e-03
  41800      7.92e+00      3.39e-02      3.04e-01    3.3e-03
  41900      8.26e+00      2.28e-02      3.19e-01    3.3e-03
  42000      6.37e+00      6.15e-03      2.47e-01    3.3e-03
  42100      6.18e+00      3.15e-02      2.36e-01    3.3e-03
  42200      7.30e+00      5.93e-03      2.83e-01    3.3e-03
  42300      2.71e+00      2.12e-02      1.04e-01    3.3e-03
  42400      9.10e+00      6.26e-02      3.43e-01    3.3e-03
  42500      8.76e+00      2.01e-02      3.39e-01    3.3e-03
  42600      9.74e+00      1.30e-01      3.37e-01    3.3e-03
  42700      9.92e+00      7.41e-02      3.73e-01    3.3e-03
  42800      7.08e+00      9.85e-03      2.75e-01    3.3e-03
  42900      5.79e+00      1.96e-02      2.24e-01    3.3e-03
  43000      9.27e+00      2.74e-02      3.58e-01    3.3e-03
  43100      2.91e+00      5.57e-03      1.13e-01    3.3e-03
  43200      7.04e+00      2.76e-02      2.71e-01    3.3e-03
  43300      1.27e+01      3.13e-02      4.92e-01    3.3e-03
  43400      6.93e+00      1.52e-02      2.68e-01    3.3e-03
