#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 174800      1.32e+00      6.87e-03      9.80e-02    8.7e-04
 174900      1.25e+00      1.25e-04      9.40e-02    8.7e-04
 175000      3.04e+00      1.22e-03      2.35e-01    8.3e-04
 175100      2.65e+00      1.21e-03      2.05e-01    8.3e-04
 175200      2.78e+00      3.38e-03      2.15e-01    8.3e-04
 175300      1.58e+00      5.64e-03      1.21e-01    8.3e-04
 175400      2.95e+00      4.66e-03      2.28e-01    8.3e-04
 175500      2.60e+00      1.17e-02      1.96e-01    8.3e-04
 175600      2.68e+00      2.75e-03      2.07e-01    8.3e-04
 175700      2.92e+00      7.21e-03      2.24e-01    8.3e-04
 175800      1.40e+00      7.25e-03      1.07e-01    8.3e-04
 175900      1.65e+00      3.57e-04      1.28e-01    8.3e-04
 176000      2.80e+00      2.83e-03      2.17e-01    8.3e-04
 176100      1.75e+00      3.24e-03      1.35e-01    8.3e-04
 176200      2.76e+00      1.19e-03      2.13e-01    8.3e-04
 176300      1.31e+00      8.23e-04      1.01e-01    8.3e-04
 176400      1.31e+00      2.93e-03      1.01e-01    8.3e-04
 176500      2.71e+00      2.26e-03      2.10e-01    8.3e-04
 176600      3.10e+00      1.89e-03      2.40e-01    8.3e-04
 176700      2.91e+00      6.77e-03      2.24e-01    8.3e-04
 176800      3.08e+00      1.60e-03      2.38e-01    8.3e-04
 176900      5.54e+00      1.71e-03      4.29e-01    8.3e-04
 177000      2.81e+00      1.66e-02      2.06e-01    8.3e-04
 177100      2.93e+00      4.23e-03      2.26e-01    8.3e-04
 177200      2.87e+00      7.62e-03      2.20e-01    8.3e-04
 177300      1.44e+00      6.17e-03      1.10e-01    8.3e-04
 177400      3.11e+00      2.93e-02      2.08e-01    8.3e-04
 177500      5.41e+00      1.14e-02      4.18e-01    8.3e-04
 177600      2.62e+00      4.88e-04      2.03e-01    8.3e-04
 177700      2.61e+00      5.42e-04      2.02e-01    8.3e-04
 177800      2.62e+00      5.55e-04      2.02e-01    8.3e-04
 177900      2.72e+00      3.87e-04      2.11e-01    8.3e-04
 178000      1.57e+00      4.39e-03      1.21e-01    8.3e-04
 178100      2.60e+00      4.19e-03      2.00e-01    8.3e-04
 178200      2.56e+00      2.10e-03      1.98e-01    8.3e-04
 178300      1.28e+00      3.09e-03      9.90e-02    8.3e-04
 178400      5.29e+00      6.19e-03      4.10e-01    8.3e-04
 178500      2.87e+00      1.19e-03      2.22e-01    8.3e-04
 178600      2.63e+00      7.56e-04      2.04e-01    8.3e-04
 178700      2.76e+00      8.43e-04      2.14e-01    8.3e-04
 178800      4.97e+00      7.91e-03      3.84e-01    8.3e-04
 178900      3.04e+00      5.87e-03      2.34e-01    8.3e-04
 179000      2.75e+00      1.02e-02      2.09e-01    8.3e-04
 179100      1.24e+00      4.18e-03      9.53e-02    8.3e-04
 179200      2.49e+00      1.55e-03      1.92e-01    8.3e-04
 179300      2.72e+00      1.17e-02      2.05e-01    8.3e-04
 179400      2.46e+00      5.14e-04      1.91e-01    8.3e-04
 179500      2.95e+00      3.26e-04      2.28e-01    8.3e-04
 179600      2.86e+00      1.06e-02      2.17e-01    8.3e-04
 179700      1.67e+00      1.63e-02      1.21e-01    8.3e-04
 179800      2.78e+00      3.48e-03      2.15e-01    8.3e-04
 179900      2.79e+00      2.91e-03      2.15e-01    8.3e-04
 180000      2.74e+00      5.91e-04      2.17e-01    7.9e-04
 180100      2.63e+00      3.63e-03      2.08e-01    7.9e-04
 180200      2.53e+00      1.84e-03      2.01e-01    7.9e-04
 180300      2.59e+00      1.18e-03      2.05e-01    7.9e-04
 180400      2.53e+00      1.24e-03      2.01e-01    7.9e-04
 180500      2.65e+00      2.51e-04      2.10e-01    7.9e-04
 180600      1.33e+00      4.73e-03      1.05e-01    7.9e-04
 180700      2.71e+00      8.02e-03      2.13e-01    7.9e-04
 180800      1.43e+00      2.66e-03      1.13e-01    7.9e-04
 180900      2.77e+00      5.81e-03      2.19e-01    7.9e-04
 181000      2.79e+00      4.86e-04      2.22e-01    7.9e-04
 181100      2.67e+00      1.81e-04      2.12e-01    7.9e-04
 181200      2.76e+00      9.28e-04      2.19e-01    7.9e-04
 181300      2.69e+00      1.17e-03      2.14e-01    7.9e-04
 181400      2.71e+00      1.82e-02      2.01e-01    7.9e-04
 181500      3.36e+00      3.96e-03      2.66e-01    7.9e-04
 181600      2.86e+00      7.06e-03      2.25e-01    7.9e-04
 181700      2.68e+00      2.06e-03      2.13e-01    7.9e-04
 181800      2.67e+00      4.84e-03      2.11e-01    7.9e-04
 181900      2.71e+00      1.37e-02      2.07e-01    7.9e-04
 182000      4.82e+00      2.82e-02      3.78e-01    7.9e-04
 182100      2.84e+00      5.19e-04      2.26e-01    7.9e-04
 182200      2.52e+00      1.63e-03      2.00e-01    7.9e-04
 182300      2.64e+00      7.47e-03      2.07e-01    7.9e-04
 182400      4.69e+00      4.49e-03      3.72e-01    7.9e-04
 182500      2.77e+00      7.32e-03      2.17e-01    7.9e-04
 182600      2.70e+00      3.35e-03      2.14e-01    7.9e-04
 182700      2.50e+00      6.11e-03      1.97e-01    7.9e-04
 182800      2.66e+00      6.18e-03      2.10e-01    7.9e-04
 182900      1.44e+00      8.60e-03      1.11e-01    7.9e-04
 183000      1.93e+00      2.67e-02      1.33e-01    7.9e-04
 183100      2.60e+00      1.07e-03      2.07e-01    7.9e-04
 183200      2.74e+00      4.07e-03      2.17e-01    7.9e-04
 183300      1.35e+00      9.38e-04      1.07e-01    7.9e-04
 183400      2.39e+00      1.33e-03      1.89e-01    7.9e-04
 183500      2.81e+00      5.13e-03      2.22e-01    7.9e-04
 183600      2.41e+00      1.13e-03      1.91e-01    7.9e-04
 183700      2.84e+00      3.24e-03      2.25e-01    7.9e-04
 183800      4.86e+00      5.14e-03      3.86e-01    7.9e-04
 183900      2.56e+00      5.42e-03      2.02e-01    7.9e-04
 184000      2.97e+00      4.38e-03      2.35e-01    7.9e-04
 184100      1.57e+00      8.01e-03      1.23e-01    7.9e-04
 184200      1.61e+00      8.41e-03      1.26e-01    7.9e-04
 184300      3.10e+00      6.05e-03      2.44e-01    7.9e-04
 184400      2.66e+00      8.44e-04      2.11e-01    7.9e-04
 184500      1.32e+00      8.32e-03      1.02e-01    7.9e-04
 184600      1.63e+00      5.52e-03      1.29e-01    7.9e-04
 184700      2.75e+00      1.92e-03      2.18e-01    7.9e-04
 184800      2.50e+00      1.98e-03      1.98e-01    7.9e-04
 184900      1.40e+00      2.34e-03      1.11e-01    7.9e-04
 185000      2.67e+00      1.77e-03      2.18e-01    7.5e-04
 185100      2.44e+00      6.93e-03      1.96e-01    7.5e-04
 185200      2.64e+00      7.25e-03      2.13e-01    7.5e-04
 185300      2.69e+00      2.32e-03      2.19e-01    7.5e-04
 185400      1.43e+00      4.93e-03      1.16e-01    7.5e-04
 185500      1.05e+00      6.17e-04      8.57e-02    7.5e-04
 185600      4.65e+00      6.96e-04      3.78e-01    7.5e-04
 185700      4.33e+00      5.54e-03      3.53e-01    7.5e-04
 185800      1.32e+00      2.18e-03      1.08e-01    7.5e-04
 185900      2.78e+00      4.13e-03      2.26e-01    7.5e-04
 186000      2.43e+00      2.08e-03      1.97e-01    7.5e-04
 186100      2.54e+00      2.45e-03      2.07e-01    7.5e-04
 186200      2.53e+00      5.41e-03      2.04e-01    7.5e-04
 186300      1.04e+00      3.40e-03      8.37e-02    7.5e-04
 186400      2.53e+00      8.54e-03      2.03e-01    7.5e-04
 186500      2.64e+00      1.70e-03      2.15e-01    7.5e-04
 186600      1.16e+00      1.58e-02      8.27e-02    7.5e-04
 186700      2.64e+00      3.96e-03      2.14e-01    7.5e-04
 186800      1.38e+00      7.05e-03      1.11e-01    7.5e-04
 186900      2.43e+00      3.62e-03      1.98e-01    7.5e-04
 187000      2.74e+00      1.75e-02      2.10e-01    7.5e-04
 187100      2.71e+00      1.87e-03      2.20e-01    7.5e-04
 187200      1.37e+00      2.44e-02      8.52e-02    7.5e-04
 187300      1.38e+00      8.39e-03      1.10e-01    7.5e-04
 187400      2.62e+00      7.81e-03      2.10e-01    7.5e-04
 187500      2.79e+00      4.91e-04      2.27e-01    7.5e-04
 187600      4.85e+00      6.37e-03      3.95e-01    7.5e-04
 187700      2.56e+00      1.47e-03      2.08e-01    7.5e-04
 187800      2.63e+00      2.79e-03      2.14e-01    7.5e-04
 187900      1.50e+00      1.70e-02      1.12e-01    7.5e-04
 188000      1.18e+00      1.80e-03      9.57e-02    7.5e-04
 188100      2.89e+00      1.56e-02      2.25e-01    7.5e-04
 188200      2.78e+00      2.82e-03      2.26e-01    7.5e-04
 188300      2.41e+00      9.02e-05      1.96e-01    7.5e-04
 188400      2.56e+00      2.04e-03      2.08e-01    7.5e-04
 188500      1.15e+00      7.78e-03      9.04e-02    7.5e-04
 188600      2.70e+00      1.13e-03      2.20e-01    7.5e-04
 188700      2.51e+00      3.89e-03      2.04e-01    7.5e-04
 188800      1.25e+00      7.40e-03      9.91e-02    7.5e-04
 188900      2.73e+00      3.03e-03      2.22e-01    7.5e-04
 189000      1.43e+00      1.08e-02      1.12e-01    7.5e-04
 189100      1.46e+00      2.51e-02      9.25e-02    7.5e-04
 189200      2.56e+00      2.66e-03      2.08e-01    7.5e-04
 189300      1.18e+00      1.18e-02      8.93e-02    7.5e-04
 189400      2.57e+00      9.02e-05      2.09e-01    7.5e-04
 189500      1.33e+00      1.94e-04      1.08e-01    7.5e-04
 189600      1.39e+00      1.44e-03      1.13e-01    7.5e-04
 189700      2.33e+00      2.82e-03      1.90e-01    7.5e-04
 189800      1.33e+00      5.46e-03      1.07e-01    7.5e-04
 189900      2.73e+00      1.92e-03      2.22e-01    7.5e-04
 190000      4.56e+00      7.35e-03      3.81e-01    7.1e-04
 190100      2.62e+00      3.28e-03      2.19e-01    7.1e-04
 190200      2.63e+00      4.02e-04      2.19e-01    7.1e-04
 190300      9.82e-01      6.09e-04      8.20e-02    7.1e-04
 190400      2.37e+00      4.05e-03      1.97e-01    7.1e-04
 190500      2.59e+00      1.06e-02      2.11e-01    7.1e-04
 190600      1.19e+00      6.15e-03      9.75e-02    7.1e-04
 190700      2.64e+00      1.40e-03      2.20e-01    7.1e-04
 190800      2.51e+00      7.71e-03      2.07e-01    7.1e-04
 190900      2.44e+00      8.14e-03      2.01e-01    7.1e-04
 191000      1.42e+00      9.78e-04      1.18e-01    7.1e-04
 191100      2.38e+00      2.63e-03      1.99e-01    7.1e-04
 191200      2.44e+00      2.46e-03      2.03e-01    7.1e-04
 191300      2.61e+00      1.78e-03      2.18e-01    7.1e-04
 191400      2.50e+00      5.67e-03      2.07e-01    7.1e-04
 191500      1.87e+00      3.45e-03      1.56e-01    7.1e-04
 191600      2.52e+00      1.87e-03      2.10e-01    7.1e-04
 191700      4.40e+00      4.99e-03      3.67e-01    7.1e-04
 191800      2.44e+00      5.12e-05      2.04e-01    7.1e-04
 191900      2.85e+00      2.92e-03      2.38e-01    7.1e-04
 192000      2.41e+00      2.19e-03      2.01e-01    7.1e-04
 192100      2.80e+00      8.60e-03      2.30e-01    7.1e-04
 192200      1.04e+00      1.18e-03      8.67e-02    7.1e-04
 192300      2.53e+00      1.15e-03      2.11e-01    7.1e-04
 192400      1.31e+00      2.39e-03      1.09e-01    7.1e-04
 192500      2.54e+00      4.30e-04      2.12e-01    7.1e-04
 192600      2.72e+00      1.59e-03      2.27e-01    7.1e-04
 192700      1.89e+00      3.67e-03      1.57e-01    7.1e-04
 192800      1.45e+00      8.24e-03      1.18e-01    7.1e-04
 192900      2.59e+00      3.89e-03      2.15e-01    7.1e-04
 193000      4.97e+00      9.36e-03      4.15e-01    7.1e-04
 193100      2.42e+00      2.46e-03      2.02e-01    7.1e-04
 193200      1.10e+00      5.36e-04      9.17e-02    7.1e-04
 193300      2.36e+00      4.28e-03      1.96e-01    7.1e-04
 193400      2.91e+00      2.56e-03      2.43e-01    7.1e-04
 193500      1.18e+00      4.08e-03      9.81e-02    7.1e-04
 193600      1.25e+00      2.61e-04      1.05e-01    7.1e-04
 193700      1.06e+00      9.21e-04      8.81e-02    7.1e-04
 193800      2.77e+00      7.42e-04      2.32e-01    7.1e-04
 193900      9.98e-01      1.87e-03      8.32e-02    7.1e-04
 194000      2.63e+00      9.30e-04      2.20e-01    7.1e-04
 194100      2.36e+00      1.77e-03      1.97e-01    7.1e-04
 194200      2.58e+00      2.57e-03      2.15e-01    7.1e-04
 194300      1.02e+00      3.55e-03      8.47e-02    7.1e-04
 194400      2.55e+00      7.34e-04      2.13e-01    7.1e-04
 194500      2.64e+00      6.18e-03      2.19e-01    7.1e-04
 194600      1.30e+00      3.10e-03      1.08e-01    7.1e-04
 194700      1.40e+00      1.09e-02      1.12e-01    7.1e-04
 194800      2.65e+00      4.07e-04      2.21e-01    7.1e-04
 194900      1.44e+00      5.61e-03      1.19e-01    7.1e-04
 195000      2.54e+00      3.42e-04      2.18e-01    6.8e-04
 195100      1.03e+00      3.73e-03      8.72e-02    6.8e-04
 195200      4.15e+00      3.97e-03      3.55e-01    6.8e-04
 195300      2.51e+00      2.50e-04      2.15e-01    6.8e-04
 195400      2.25e+00      1.97e-03      1.92e-01    6.8e-04
 195500      4.98e+00      2.64e-03      4.27e-01    6.8e-04
 195600      1.19e+00      2.84e-03      1.02e-01    6.8e-04
 195700      1.53e+00      5.26e-03      1.30e-01    6.8e-04
 195800      2.40e+00      4.94e-03      2.04e-01    6.8e-04
 195900      2.29e+00      3.46e-03      1.96e-01    6.8e-04
 196000      2.86e+00      1.97e-02      2.28e-01    6.8e-04
 196100      2.55e+00      3.32e-03      2.18e-01    6.8e-04
 196200      9.72e-01      3.22e-03      8.27e-02    6.8e-04
 196300      2.47e+00      4.17e-03      2.11e-01    6.8e-04
 196400      2.35e+00      2.28e-03      2.01e-01    6.8e-04
 196500      2.34e+00      3.47e-03      2.00e-01    6.8e-04
 196600      2.55e+00      1.78e-04      2.19e-01    6.8e-04
 196700      2.21e+00      5.59e-04      1.89e-01    6.8e-04
 196800      2.38e+00      3.13e-03      2.04e-01    6.8e-04
 196900      1.00e+00      9.43e-04      8.56e-02    6.8e-04
 197000      2.39e+00      1.68e-04      2.05e-01    6.8e-04
 197100      1.32e+00      3.67e-03      1.13e-01    6.8e-04
 197200      2.44e+00      1.25e-03      2.09e-01    6.8e-04
 197300      1.25e+00      3.68e-03      1.06e-01    6.8e-04
 197400      1.17e+00      2.52e-03      1.00e-01    6.8e-04
 197500      2.40e+00      1.36e-02      1.96e-01    6.8e-04
 197600      2.08e+00      3.76e-03      1.77e-01    6.8e-04
 197700      2.54e+00      1.01e-02      2.13e-01    6.8e-04
 197800      2.76e+00      6.59e-03      2.34e-01    6.8e-04
 197900      2.38e+00      5.15e-03      2.03e-01    6.8e-04
 198000      2.39e+00      6.17e-03      2.03e-01    6.8e-04
 198100      1.39e+00      3.64e-03      1.19e-01    6.8e-04
 198200      2.50e+00      1.86e-04      2.14e-01    6.8e-04
 198300      2.62e+00      1.12e-03      2.25e-01    6.8e-04
 198400      5.06e+00      4.62e-03      4.33e-01    6.8e-04
 198500      3.05e+00      3.04e-03      2.61e-01    6.8e-04
 198600      2.38e+00      2.76e-03      2.04e-01    6.8e-04
 198700      1.22e+00      6.62e-03      1.03e-01    6.8e-04
 198800      1.63e+00      2.38e-02      1.18e-01    6.8e-04
 198900      2.53e+00      2.95e-03      2.16e-01    6.8e-04
 199000      2.87e+00      7.14e-02      1.04e-01    6.8e-04
 199100      1.05e+00      4.36e-03      8.91e-02    6.8e-04
 199200      2.55e+00      1.84e-03      2.18e-01    6.8e-04
 199300      2.45e+00      3.53e-04      2.10e-01    6.8e-04
 199400      1.20e+00      1.19e-05      1.03e-01    6.8e-04
 199500      2.39e+00      6.40e-04      2.05e-01    6.8e-04
 199600      2.30e+00      1.19e-03      1.97e-01    6.8e-04
 199700      1.29e+00      3.72e-03      1.10e-01    6.8e-04
 199800      1.23e+00      5.00e-05      1.05e-01    6.8e-04
 199900      2.38e+00      2.73e-03      2.04e-01    6.8e-04
 200000      2.36e+00      4.56e-03      2.07e-01    6.4e-04
 200100      2.59e+00      1.12e-03      2.28e-01    6.4e-04
 200200      2.34e+00      2.46e-05      2.06e-01    6.4e-04
 200300      2.32e+00      2.34e-03      2.04e-01    6.4e-04
 200400      2.40e+00      1.31e-02      2.01e-01    6.4e-04
 200500      1.12e+00      1.23e-02      9.03e-02    6.4e-04
 200600      2.29e+00      7.09e-03      1.98e-01    6.4e-04
 200700      1.16e+00      1.18e-02      9.51e-02    6.4e-04
 200800      2.59e+00      9.08e-03      2.23e-01    6.4e-04
 200900      1.25e+00      1.53e-03      1.10e-01    6.4e-04
 201000      1.39e+00      1.62e-03      1.22e-01    6.4e-04
 201100      2.51e+00      7.71e-04      2.20e-01    6.4e-04
 201200      2.26e+00      8.09e-04      1.99e-01    6.4e-04
 201300      1.10e+00      3.13e-03      9.62e-02    6.4e-04
 201400      1.35e+00      6.25e-03      1.17e-01    6.4e-04
 201500      2.63e+00      2.45e-03      2.31e-01    6.4e-04
 201600      1.31e+00      1.77e-04      1.15e-01    6.4e-04
 201700      2.50e+00      7.38e-03      2.17e-01    6.4e-04
 201800      1.45e+00      8.45e-03      1.24e-01    6.4e-04
 201900      1.40e+00      8.11e-04      1.23e-01    6.4e-04
 202000      2.40e+00      5.82e-03      2.09e-01    6.4e-04
 202100      2.50e+00      4.48e-03      2.18e-01    6.4e-04
 202200      2.45e+00      8.15e-03      2.12e-01    6.4e-04
 202300      2.46e+00      5.53e-04      2.16e-01    6.4e-04
 202400      9.84e-01      5.13e-03      8.49e-02    6.4e-04
 202500      2.20e+00      3.65e-03      1.93e-01    6.4e-04
 202600      1.31e+00      8.13e-03      1.12e-01    6.4e-04
 202700      2.33e+00      4.43e-04      2.05e-01    6.4e-04
 202800      2.21e+00      9.41e-04      1.94e-01    6.4e-04
 202900      2.24e+00      5.81e-04      1.97e-01    6.4e-04
 203000      2.32e+00      2.83e-04      2.04e-01    6.4e-04
 203100      2.23e+00      1.36e-03      1.96e-01    6.4e-04
 203200      2.21e+00      1.85e-03      1.94e-01    6.4e-04
 203300      2.43e+00      1.10e-02      2.07e-01    6.4e-04
 203400      4.34e+00      3.47e-03      3.81e-01    6.4e-04
 203500      2.64e+00      2.59e-03      2.32e-01    6.4e-04
 203600      2.41e+00      2.65e-04      2.12e-01    6.4e-04
 203700      2.51e+00      7.62e-04      2.21e-01    6.4e-04
 203800      2.47e+00      2.31e-03      2.17e-01    6.4e-04
 203900      2.27e+00      1.94e-03      1.99e-01    6.4e-04
 204000      2.84e+00      4.60e-03      2.48e-01    6.4e-04
 204100      2.70e+00      4.49e-03      2.36e-01    6.4e-04
 204200      2.42e+00      8.24e-03      2.09e-01    6.4e-04
 204300      4.64e+00      8.70e-03      4.07e-01    6.4e-04
 204400      2.30e+00      1.66e-03      2.02e-01    6.4e-04
 204500      2.28e+00      2.47e-03      2.01e-01    6.4e-04
 204600      2.24e+00      1.73e-03      1.97e-01    6.4e-04
 204700      2.54e+00      1.71e-03      2.23e-01    6.4e-04
 204800      2.26e+00      8.46e-04      1.99e-01    6.4e-04
 204900      1.11e+00      2.30e-05      9.74e-02    6.4e-04
 205000      1.63e+00      1.35e-03      1.47e-01    6.1e-04
 205100      2.70e+00      4.01e-03      2.43e-01    6.1e-04
 205200      2.58e+00      4.96e-03      2.31e-01    6.1e-04
 205300      2.29e+00      4.81e-03      2.05e-01    6.1e-04
 205400      1.09e+00      2.08e-03      9.79e-02    6.1e-04
 205500      1.32e+00      2.85e-04      1.19e-01    6.1e-04
 205600      2.70e+00      3.07e-03      2.43e-01    6.1e-04
 205700      2.29e+00      5.70e-04      2.06e-01    6.1e-04
 205800      4.71e+00      1.37e-03      4.25e-01    6.1e-04
 205900      4.11e+00      2.77e-03      3.71e-01    6.1e-04
 206000      9.88e-01      1.92e-03      8.89e-02    6.1e-04
 206100      2.78e+00      5.23e-03      2.49e-01    6.1e-04
 206200      2.23e+00      3.84e-03      2.01e-01    6.1e-04
 206300      2.34e+00      2.56e-03      2.10e-01    6.1e-04
 206400      1.30e+00      3.11e-03      1.17e-01    6.1e-04
 206500      2.31e+00      2.17e-03      2.08e-01    6.1e-04
 206600      1.42e+00      1.35e-03      1.28e-01    6.1e-04
 206700      2.48e+00      4.43e-03      2.23e-01    6.1e-04
 206800      2.39e+00      7.94e-04      2.15e-01    6.1e-04
 206900      1.22e+00      6.88e-04      1.10e-01    6.1e-04
 207000      2.61e+00      1.83e-02      2.17e-01    6.1e-04
 207100      3.91e+00      1.21e-02      3.52e-01    6.1e-04
 207200      2.28e+00      1.21e-03      2.06e-01    6.1e-04
 207300      2.42e+00      9.95e-04      2.19e-01    6.1e-04
 207400      1.00e+00      1.12e-03      9.01e-02    6.1e-04
 207500      1.37e+00      3.19e-03      1.23e-01    6.1e-04
 207600      3.38e+00      7.67e-04      3.04e-01    6.1e-04
 207700      2.36e+00      6.07e-03      2.11e-01    6.1e-04
 207800      2.21e+00      3.63e-04      1.99e-01    6.1e-04
 207900      2.27e+00      2.89e-03      2.04e-01    6.1e-04
 208000      2.32e+00      9.45e-03      2.04e-01    6.1e-04
 208100      4.54e+00      8.79e-05      4.09e-01    6.1e-04
 208200      2.43e+00      4.64e-04      2.19e-01    6.1e-04
 208300      2.50e+00      1.58e-04      2.25e-01    6.1e-04
 208400      1.31e+00      2.29e-03      1.18e-01    6.1e-04
 208500      2.30e+00      8.91e-04      2.07e-01    6.1e-04
 208600      2.47e+00      5.11e-04      2.23e-01    6.1e-04
 208700      2.41e+00      1.05e-03      2.17e-01    6.1e-04
 208800      2.45e+00      1.03e-03      2.21e-01    6.1e-04
 208900      1.18e+00      2.95e-03      1.06e-01    6.1e-04
 209000      2.40e+00      3.26e-03      2.15e-01    6.1e-04
 209100      2.39e+00      3.70e-03      2.14e-01    6.1e-04
 209200      2.34e+00      3.14e-03      2.10e-01    6.1e-04
 209300      1.23e+00      1.47e-03      1.11e-01    6.1e-04
 209400      2.28e+00      2.30e-03      2.05e-01    6.1e-04
 209500      2.31e+00      4.41e-03      2.08e-01    6.1e-04
 209600      2.34e+00      1.27e-02      2.01e-01    6.1e-04
 209700      2.35e+00      3.41e-03      2.11e-01    6.1e-04
 209800      1.42e+00      1.43e-02      1.19e-01    6.1e-04
 209900      2.25e+00      3.59e-03      2.02e-01    6.1e-04
 210000      2.24e+00      8.77e-03      2.03e-01    5.8e-04
 210100      2.05e+00      3.02e-03      1.89e-01    5.8e-04
 210200      1.39e+00      5.11e-03      1.28e-01    5.8e-04
 210300      2.38e+00      4.54e-04      2.20e-01    5.8e-04
 210400      2.53e+00      1.49e-03      2.34e-01    5.8e-04
 210500      1.00e+00      2.59e-03      9.21e-02    5.8e-04
 210600      2.52e+00      5.09e-03      2.32e-01    5.8e-04
 210700      2.43e+00      1.08e-03      2.25e-01    5.8e-04
 210800      2.37e+00      1.78e-03      2.19e-01    5.8e-04
 210900      1.33e+00      5.10e-03      1.22e-01    5.8e-04
 211000      2.17e+00      7.71e-04      2.01e-01    5.8e-04
 211100      2.25e+00      8.84e-03      2.03e-01    5.8e-04
 211200      2.80e+00      1.59e-03      2.59e-01    5.8e-04
 211300      2.09e+00      2.21e-03      1.93e-01    5.8e-04
 211400      2.14e+00      1.70e-03      1.97e-01    5.8e-04
 211500      2.13e+00      2.09e-04      1.97e-01    5.8e-04
 211600      2.40e+00      3.21e-03      2.21e-01    5.8e-04
 211700      9.95e-01      1.05e-02      8.49e-02    5.8e-04
 211800      1.32e+00      2.60e-03      1.22e-01    5.8e-04
 211900      2.02e+00      1.14e-03      1.87e-01    5.8e-04
 212000      2.16e+00      4.29e-03      1.98e-01    5.8e-04
 212100      2.31e+00      7.39e-04      2.13e-01    5.8e-04
 212200      1.36e+00      1.11e-02      1.20e-01    5.8e-04
 212300      2.19e+00      2.14e-03      2.02e-01    5.8e-04
 212400      2.42e+00      8.51e-03      2.20e-01    5.8e-04
 212500      2.42e+00      1.82e-02      2.03e-01    5.8e-04
 212600      1.04e+00      4.04e-03      9.51e-02    5.8e-04
 212700      2.27e+00      1.75e-03      2.10e-01    5.8e-04
 212800      2.35e+00      7.36e-04      2.17e-01    5.8e-04
 212900      2.28e+00      7.03e-03      2.08e-01    5.8e-04
 213000      3.04e+00      5.06e-03      2.80e-01    5.8e-04
 213100      2.37e+00      9.55e-04      2.19e-01    5.8e-04
 213200      2.27e+00      7.11e-03      2.07e-01    5.8e-04
 213300      2.08e+00      2.79e-03      1.92e-01    5.8e-04
 213400      1.24e+00      6.25e-03      1.12e-01    5.8e-04
 213500      2.20e+00      8.93e-03      1.98e-01    5.8e-04
 213600      2.17e+00      2.87e-03      2.00e-01    5.8e-04
 213700      2.39e+00      1.26e-03      2.21e-01    5.8e-04
 213800      2.09e+00      6.95e-04      1.94e-01    5.8e-04
 213900      2.30e+00      4.68e-03      2.11e-01    5.8e-04
 214000      2.48e+00      7.47e-03      2.26e-01    5.8e-04
 214100      2.11e+00      1.63e-04      1.95e-01    5.8e-04
 214200      2.27e+00      2.08e-03      2.10e-01    5.8e-04
 214300      2.07e+00      4.84e-02      9.68e-02    5.8e-04
 214400      2.35e+00      1.36e-02      2.06e-01    5.8e-04
 214500      2.32e+00      6.66e-05      2.14e-01    5.8e-04
 214600      2.29e+00      2.19e-05      2.12e-01    5.8e-04
 214700      1.02e+00      1.64e-03      9.40e-02    5.8e-04
 214800      2.23e+00      1.90e-03      2.06e-01    5.8e-04
 214900      2.23e+00      8.57e-04      2.07e-01    5.8e-04
 215000      2.31e+00      3.07e-03      2.18e-01    5.5e-04
 215100      2.42e+00      1.42e-03      2.30e-01    5.5e-04
 215200      2.21e+00      1.92e-04      2.10e-01    5.5e-04
 215300      9.09e-01      2.02e-03      8.60e-02    5.5e-04
 215400      2.12e+00      1.72e-03      2.01e-01    5.5e-04
 215500      2.07e+00      4.77e-04      1.97e-01    5.5e-04
 215600      2.32e+00      4.20e-03      2.19e-01    5.5e-04
 215700      2.27e+00      4.84e-03      2.14e-01    5.5e-04
 215800      2.37e+00      2.79e-03      2.24e-01    5.5e-04
 215900      1.26e+00      9.10e-03      1.16e-01    5.5e-04
 216000      1.14e+00      2.90e-03      1.07e-01    5.5e-04
 216100      1.14e+00      7.28e-03      1.05e-01    5.5e-04
 216200      2.16e+00      2.96e-03      2.05e-01    5.5e-04
 216300      2.13e+00      6.31e-04      2.02e-01    5.5e-04
 216400      2.16e+00      4.46e-03      2.04e-01    5.5e-04
 216500      2.29e+00      6.13e-03      2.15e-01    5.5e-04
 216600      2.24e+00      6.18e-03      2.10e-01    5.5e-04
 216700      2.15e+00      1.01e-03      2.04e-01    5.5e-04
 216800      1.20e+00      2.93e-03      1.14e-01    5.5e-04
 216900      2.46e+00      2.50e-03      2.33e-01    5.5e-04
 217000      3.60e+00      1.69e-03      3.42e-01    5.5e-04
 217100      9.18e-01      1.99e-03      8.68e-02    5.5e-04
 217200      2.32e+00      1.35e-02      2.09e-01    5.5e-04
 217300      2.06e+00      2.72e-03      1.95e-01    5.5e-04
 217400      2.04e+00      3.75e-04      1.93e-01    5.5e-04
 217500      2.23e+00      4.40e-03      2.11e-01    5.5e-04
 217600      4.01e+00      7.12e-03      3.80e-01    5.5e-04
 217700      2.03e+00      1.40e-03      1.93e-01    5.5e-04
 217800      1.04e+00      1.56e-03      9.85e-02    5.5e-04
 217900      2.79e+00      1.87e-02      2.46e-01    5.5e-04
 218000      2.02e+00      1.34e-03      1.92e-01    5.5e-04
 218100      2.29e+00      2.92e-03      2.17e-01    5.5e-04
 218200      1.17e+00      7.49e-04      1.11e-01    5.5e-04
 218300      8.93e-01      8.55e-04      8.46e-02    5.5e-04
