#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
   6700      8.66e+00      3.59e-03      2.81e-01    4.7e-03
   6800      8.17e+00      1.36e-03      2.65e-01    4.7e-03
   6900      5.08e+00      9.00e-02      1.63e-01    4.7e-03
   7000      5.88e+00      3.98e-02      1.90e-01    4.7e-03
   7100      7.73e+00      4.22e-02      2.50e-01    4.7e-03
   7200      5.44e+00      5.25e-02      1.76e-01    4.7e-03
   7300      1.09e+01      2.75e-02      3.54e-01    4.7e-03
   7400      9.04e+00      1.89e-02      2.93e-01    4.7e-03
   7500      3.43e+00      4.60e-03      1.11e-01    4.7e-03
   7600      4.32e+00      5.11e-02      1.39e-01    4.7e-03
   7700      7.60e+00      6.72e-02      2.45e-01    4.7e-03
   7800      8.45e+00      2.55e-02      2.74e-01    4.7e-03
   7900      7.58e+00      5.73e-03      2.46e-01    4.7e-03
   8000      9.36e+00      1.72e-02      3.04e-01    4.7e-03
   8100      9.86e+00      1.07e-01      3.17e-01    4.7e-03
   8200      8.77e+00      4.57e-02      2.84e-01    4.7e-03
   8300      9.10e+00      6.14e-02      2.94e-01    4.7e-03
   8400      8.45e+00      6.07e-02      2.73e-01    4.7e-03
   8500      9.85e+00      9.55e-02      3.17e-01    4.7e-03
   8600      7.65e+00      1.76e-02      2.48e-01    4.7e-03
   8700      4.13e+00      8.57e-02      1.32e-01    4.7e-03
   8800      9.03e+00      7.12e-02      2.91e-01    4.7e-03
   8900      4.14e+00      2.68e-02      1.34e-01    4.7e-03
   9000      7.16e+00      3.09e-02      2.32e-01    4.7e-03
   9100      7.48e+00      9.78e-03      2.43e-01    4.7e-03
   9200      8.56e+00      2.32e-02      2.78e-01    4.7e-03
   9300      3.93e+00      3.96e-02      1.27e-01    4.7e-03
   9400      7.89e+00      2.53e-02      2.56e-01    4.7e-03
   9500      9.83e+00      5.80e-03      3.19e-01    4.7e-03
   9600      8.16e+00      8.71e-02      2.62e-01    4.7e-03
   9700      8.35e+00      2.25e-02      2.71e-01    4.7e-03
   9800      8.29e+00      2.43e-02      2.69e-01    4.7e-03
   9900      5.62e+00      6.75e-02      1.81e-01    4.7e-03
  10000      4.56e+00      3.17e-02      1.51e-01    4.5e-03
  10100      1.31e+01      3.70e-02      4.37e-01    4.5e-03
  10200      7.37e+00      2.19e-02      2.45e-01    4.5e-03
  10300      7.19e+00      6.93e-02      2.35e-01    4.5e-03
  10400      7.42e+00      3.78e-02      2.46e-01    4.5e-03
  10500      5.50e+00      3.52e-02      1.82e-01    4.5e-03
  10600      7.09e+00      4.07e-02      2.35e-01    4.5e-03
  10700      2.03e+01      4.20e-02      6.74e-01    4.5e-03
  10800      1.39e+01      6.10e-02      4.62e-01    4.5e-03
  10900      1.21e+01      3.67e-02      4.01e-01    4.5e-03
  11000      9.46e+00      3.15e-03      3.15e-01    4.5e-03
  11100      8.96e+00      2.71e-02      2.98e-01    4.5e-03
  11200      5.20e+00      2.25e-02      1.73e-01    4.5e-03
  11300      8.78e+00      5.97e-02      2.91e-01    4.5e-03
  11400      6.97e+00      1.04e-02      2.32e-01    4.5e-03
  11500      4.78e+00      2.67e-03      1.59e-01    4.5e-03
  11600      8.57e+00      2.61e-02      2.85e-01    4.5e-03
  11700      9.03e+00      2.04e-02      3.00e-01    4.5e-03
  11800      7.98e+00      3.79e-02      2.65e-01    4.5e-03
  11900      8.31e+00      2.18e-02      2.76e-01    4.5e-03
  12000      8.05e+00      1.34e-02      2.68e-01    4.5e-03
  12100      7.05e+00      1.14e-02      2.35e-01    4.5e-03
  12200      8.47e+00      1.17e-02      2.82e-01    4.5e-03
  12300      6.59e+00      6.65e-02      2.18e-01    4.5e-03
  12400      7.74e+00      3.44e-02      2.57e-01    4.5e-03
  12500      4.07e+00      2.03e-02      1.35e-01    4.5e-03
  12600      1.13e+01      1.07e-02      3.77e-01    4.5e-03
  12700      8.55e+00      8.32e-02      2.80e-01    4.5e-03
  12800      4.17e+00      3.93e-02      1.38e-01    4.5e-03
  12900      7.18e+00      1.45e-02      2.39e-01    4.5e-03
  13000      8.16e+00      2.08e-02      2.71e-01    4.5e-03
  13100      7.93e+00      1.30e-02      2.64e-01    4.5e-03
  13200      7.39e+00      4.16e-02      2.45e-01    4.5e-03
  13300      5.59e+00      7.08e-02      1.84e-01    4.5e-03
  13400      7.14e+00      7.96e-03      2.38e-01    4.5e-03
  13500      4.63e+00      3.65e-02      1.53e-01    4.5e-03
  13600      4.42e+00      6.32e-03      1.47e-01    4.5e-03
  13700      4.70e+00      2.86e-02      1.56e-01    4.5e-03
  13800      7.64e+00      2.22e-02      2.54e-01    4.5e-03
  13900      5.12e+00      1.89e-02      1.70e-01    4.5e-03
  14000      8.53e+00      5.17e-03      2.84e-01    4.5e-03
  14100      7.74e+00      8.92e-03      2.58e-01    4.5e-03
  14200      8.32e+00      4.37e-02      2.76e-01    4.5e-03
  14300      4.52e+00      2.11e-02      1.50e-01    4.5e-03
  14400      1.24e+01      6.90e-02      4.09e-01    4.5e-03
  14500      5.26e+00      2.20e-01      1.50e-01    4.5e-03
  14600      5.51e+00      7.38e-02      1.81e-01    4.5e-03
  14700      8.35e+00      1.04e-01      2.70e-01    4.5e-03
  14800      7.95e+00      8.02e-03      2.65e-01    4.5e-03
  14900      4.36e+00      1.10e-02      1.45e-01    4.5e-03
  15000      7.38e+00      6.14e-02      2.48e-01    4.3e-03
  15100      7.84e+00      3.01e-03      2.68e-01    4.3e-03
  15200      7.62e+00      8.93e-02      2.51e-01    4.3e-03
  15300      4.41e+00      7.26e-03      1.51e-01    4.3e-03
  15400      7.10e+00      3.58e-02      2.41e-01    4.3e-03
  15500      7.06e+00      4.26e-02      2.39e-01    4.3e-03
  15600      5.48e+00      1.36e-02      1.87e-01    4.3e-03
  15700      4.03e+00      5.18e-02      1.35e-01    4.3e-03
  15800      9.05e+00      5.33e-03      3.09e-01    4.3e-03
  15900      6.57e+00      8.69e-03      2.24e-01    4.3e-03
  16000      7.89e+00      7.47e-02      2.63e-01    4.3e-03
  16100      6.38e+00      6.16e-03      2.18e-01    4.3e-03
  16200      7.26e+00      5.49e-02      2.44e-01    4.3e-03
  16300      7.08e+00      1.35e-03      2.42e-01    4.3e-03
  16400      8.06e+00      9.42e-03      2.75e-01    4.3e-03
  16500      9.47e+00      1.87e-02      3.23e-01    4.3e-03
  16600      6.16e+00      1.19e-01      2.02e-01    4.3e-03
  16700      7.62e+00      1.67e-02      2.60e-01    4.3e-03
  16800      9.74e+00      1.97e-02      3.32e-01    4.3e-03
  16900      8.46e+00      4.21e-02      2.87e-01    4.3e-03
  17000      7.71e+00      2.49e-02      2.63e-01    4.3e-03
  17100      7.12e+00      2.47e-05      2.43e-01    4.3e-03
  17200      3.90e+00      3.14e-02      1.32e-01    4.3e-03
  17300      1.74e+01      1.33e-01      5.90e-01    4.3e-03
  17400      8.15e+00      4.86e-02      2.76e-01    4.3e-03
  17500      3.53e+00      1.03e-02      1.21e-01    4.3e-03
  17600      7.81e+00      1.75e-02      2.67e-01    4.3e-03
  17700      7.99e+00      1.20e-02      2.73e-01    4.3e-03
  17800      1.19e+01      3.76e-02      4.05e-01    4.3e-03
  17900      4.38e+00      5.20e-02      1.47e-01    4.3e-03
  18000      7.69e+00      6.61e-03      2.63e-01    4.3e-03
  18100      4.04e+00      8.44e-02      1.31e-01    4.3e-03
  18200      7.18e+00      4.25e-02      2.43e-01    4.3e-03
  18300      7.11e+00      9.75e-02      2.31e-01    4.3e-03
  18400      4.81e+00      2.04e-02      1.64e-01    4.3e-03
  18500      7.09e+00      2.88e-02      2.41e-01    4.3e-03
  18600      1.38e+01      2.89e-02      4.71e-01    4.3e-03
  18700      9.50e+00      1.04e-02      3.24e-01    4.3e-03
  18800      1.21e+01      1.22e-02      4.15e-01    4.3e-03
  18900      6.55e+00      6.49e-03      2.24e-01    4.3e-03
  19000      7.24e+00      1.69e-02      2.47e-01    4.3e-03
  19100      1.25e+01      1.49e-01      4.24e-01    4.3e-03
  19200      7.79e+00      2.98e-03      2.66e-01    4.3e-03
  19300      7.97e+00      3.14e-02      2.71e-01    4.3e-03
  19400      3.72e+00      1.69e-02      1.27e-01    4.3e-03
  19500      1.37e+01      7.56e-03      4.68e-01    4.3e-03
  19600      1.21e+01      3.97e-02      4.11e-01    4.3e-03
  19700      1.22e+01      1.96e-02      4.15e-01    4.3e-03
  19800      5.24e+00      1.65e-02      1.79e-01    4.3e-03
  19900      8.58e+00      3.74e-02      2.92e-01    4.3e-03
  20000      9.42e+00      4.63e-02      3.28e-01    4.1e-03
  20100      6.96e+00      2.21e-02      2.44e-01    4.1e-03
  20200      4.39e+00      2.32e-03      1.54e-01    4.1e-03
  20300      8.78e+00      8.14e-03      3.08e-01    4.1e-03
  20400      5.78e+00      3.07e-02      2.02e-01    4.1e-03
  20500      7.57e+00      4.62e-03      2.65e-01    4.1e-03
  20600      8.20e+00      1.82e-02      2.87e-01    4.1e-03
  20700      7.87e+00      1.49e-02      2.75e-01    4.1e-03
  20800      7.71e+00      4.10e-02      2.68e-01    4.1e-03
  20900      8.60e+00      3.17e-02      3.00e-01    4.1e-03
  21000      7.56e+00      3.63e-02      2.63e-01    4.1e-03
  21100      1.11e+01      2.24e-01      3.67e-01    4.1e-03
  21200      3.64e+00      2.38e-02      1.27e-01    4.1e-03
  21300      8.21e+00      8.03e-03      2.87e-01    4.1e-03
  21400      8.33e+00      5.15e-02      2.88e-01    4.1e-03
  21500      3.69e+00      7.16e-03      1.29e-01    4.1e-03
  21600      4.73e+00      6.54e-02      1.61e-01    4.1e-03
  21700      7.27e+00      1.45e-02      2.54e-01    4.1e-03
  21800      1.03e+01      3.89e-02      3.60e-01    4.1e-03
  21900      9.11e+00      8.08e-02      3.11e-01    4.1e-03
  22000      8.31e+00      1.43e-03      2.91e-01    4.1e-03
  22100      7.83e+00      3.50e-02      2.72e-01    4.1e-03
  22200      7.31e+00      4.41e-02      2.53e-01    4.1e-03
  22300      7.75e+00      4.43e-03      2.72e-01    4.1e-03
  22400      1.13e+01      1.94e-02      3.96e-01    4.1e-03
  22500      6.71e+00      1.22e-02      2.35e-01    4.1e-03
  22600      9.12e+00      8.90e-03      3.19e-01    4.1e-03
  22700      6.88e+00      2.20e-02      2.40e-01    4.1e-03
  22800      8.46e+00      2.82e-02      2.95e-01    4.1e-03
  22900      7.73e+00      2.25e-02      2.70e-01    4.1e-03
  23000      8.98e+00      9.44e-03      3.14e-01    4.1e-03
  23100      7.77e+00      2.20e-03      2.72e-01    4.1e-03
  23200      4.48e+00      6.75e-03      1.57e-01    4.1e-03
  23300      3.70e+00      2.12e-02      1.29e-01    4.1e-03
  23400      5.28e+00      2.00e-01      1.42e-01    4.1e-03
  23500      4.36e+00      6.43e-02      1.48e-01    4.1e-03
  23600      7.04e+00      9.47e-03      2.47e-01    4.1e-03
  23700      4.60e+00      3.52e-02      1.60e-01    4.1e-03
  23800      3.88e+00      9.06e-03      1.36e-01    4.1e-03
  23900      3.63e+00      1.86e-02      1.27e-01    4.1e-03
  24000      7.14e+00      5.38e-04      2.50e-01    4.1e-03
  24100      8.96e+00      1.72e-01      2.75e-01    4.1e-03
  24200      6.51e+00      2.13e-03      2.28e-01    4.1e-03
  24300      3.57e+00      2.00e-02      1.24e-01    4.1e-03
  24400      6.91e+00      3.73e-03      2.42e-01    4.1e-03
  24500      7.79e+00      8.17e-04      2.73e-01    4.1e-03
  24600      7.16e+00      6.24e-03      2.51e-01    4.1e-03
  24700      1.14e+01      1.98e-02      3.98e-01    4.1e-03
  24800      6.71e+00      6.81e-03      2.35e-01    4.1e-03
  24900      7.58e+00      4.53e-02      2.64e-01    4.1e-03
  25000      7.38e+00      2.70e-02      2.64e-01    3.9e-03
  25100      6.11e+00      4.03e-02      2.18e-01    3.9e-03
  25200      7.49e+00      7.42e-03      2.69e-01    3.9e-03
  25300      7.05e+00      4.85e-02      2.49e-01    3.9e-03
  25400      6.52e+00      5.64e-03      2.34e-01    3.9e-03
  25500      7.58e+00      1.64e-03      2.72e-01    3.9e-03
  25600      8.42e+00      2.43e-02      3.02e-01    3.9e-03
  25700      9.53e+00      5.40e-02      3.38e-01    3.9e-03
  25800      6.67e+00      1.48e-02      2.39e-01    3.9e-03
  25900      6.63e+00      2.61e-04      2.38e-01    3.9e-03
  26000      6.58e+00      1.11e-02      2.36e-01    3.9e-03
  26100      3.15e+00      3.42e-02      1.11e-01    3.9e-03
  26200      8.71e+00      3.13e-01      2.32e-01    3.9e-03
  26300      7.30e+00      4.06e-03      2.62e-01    3.9e-03
  26400      6.71e+00      8.03e-03      2.41e-01    3.9e-03
  26500      7.11e+00      5.29e-02      2.50e-01    3.9e-03
  26600      7.43e+00      1.39e-02      2.67e-01    3.9e-03
  26700      6.61e+00      3.39e-02      2.35e-01    3.9e-03
  26800      6.91e+00      1.94e-03      2.48e-01    3.9e-03
  26900      8.17e+00      2.72e-02      2.92e-01    3.9e-03
  27000      3.70e+00      2.70e-02      1.32e-01    3.9e-03
  27100      1.03e+01      5.36e-02      3.65e-01    3.9e-03
  27200      4.81e+00      4.31e-02      1.70e-01    3.9e-03
  27300      7.42e+00      1.21e-02      2.66e-01    3.9e-03
  27400      7.28e+00      8.15e-04      2.62e-01    3.9e-03
  27500      8.62e+00      1.23e-02      3.10e-01    3.9e-03
  27600      9.83e+00      1.67e-02      3.53e-01    3.9e-03
  27700      8.57e+00      3.09e-03      3.08e-01    3.9e-03
  27800      7.76e+00      5.02e-03      2.79e-01    3.9e-03
  27900      7.60e+00      1.47e-02      2.73e-01    3.9e-03
  28000      7.84e+00      3.26e-02      2.80e-01    3.9e-03
  28100      1.01e+01      7.69e-02      3.60e-01    3.9e-03
  28200      7.00e+00      2.72e-02      2.50e-01    3.9e-03
  28300      7.44e+00      1.21e-01      2.38e-01    3.9e-03
  28400      7.19e+00      3.06e-02      2.57e-01    3.9e-03
  28500      7.37e+00      1.02e-02      2.65e-01    3.9e-03
  28600      6.60e+00      4.30e-03      2.37e-01    3.9e-03
  28700      6.49e+00      5.33e-02      2.31e-01    3.9e-03
  28800      6.74e+00      1.36e-02      2.42e-01    3.9e-03
  28900      6.58e+00      3.07e-02      2.36e-01    3.9e-03
  29000      1.07e+01      1.14e-01      3.66e-01    3.9e-03
  29100      3.91e+00      6.05e-04      1.41e-01    3.9e-03
  29200      6.59e+00      2.61e-02      2.36e-01    3.9e-03
  29300      4.25e+00      1.44e-02      1.53e-01    3.9e-03
  29400      6.17e+00      1.93e-02      2.21e-01    3.9e-03
  29500      8.14e+00      1.93e-02      2.92e-01    3.9e-03
  29600      5.81e+00      8.59e-03      2.09e-01    3.9e-03
  29700      7.35e+00      5.13e-03      2.64e-01    3.9e-03
  29800      1.06e+01      6.20e-02      3.78e-01    3.9e-03
  29900      7.20e+00      9.79e-03      2.59e-01    3.9e-03
  30000      7.46e+00      8.50e-02      2.58e-01    3.7e-03
  30100      8.56e+00      1.50e-02      3.15e-01    3.7e-03
  30200      3.94e+00      4.44e-02      1.42e-01    3.7e-03
  30300      7.47e+00      7.13e-02      2.64e-01    3.7e-03
  30400      7.04e+00      2.85e-03      2.60e-01    3.7e-03
  30500      6.41e+00      5.64e-03      2.36e-01    3.7e-03
  30600      3.26e+00      4.76e-03      1.20e-01    3.7e-03
  30700      3.87e+00      1.48e-02      1.42e-01    3.7e-03
  30800      7.05e+00      3.94e-03      2.60e-01    3.7e-03
  30900      6.74e+00      6.80e-03      2.49e-01    3.7e-03
  31000      6.50e+00      2.62e-02      2.38e-01    3.7e-03
  31100      6.15e+00      8.95e-03      2.27e-01    3.7e-03
  31200      6.96e+00      4.19e-02      2.53e-01    3.7e-03
  31300      3.96e+00      1.56e-02      1.46e-01    3.7e-03
  31400      6.49e+00      1.25e-02      2.39e-01    3.7e-03
  31500      7.79e+00      7.62e-03      2.87e-01    3.7e-03
  31600      7.92e+00      7.90e-02      2.78e-01    3.7e-03
  31700      6.32e+00      9.24e-03      2.33e-01    3.7e-03
  31800      1.22e+01      4.03e-03      4.49e-01    3.7e-03
  31900      3.73e+00      2.51e-02      1.36e-01    3.7e-03
  32000      3.84e+00      1.09e-02      1.41e-01    3.7e-03
  32100      7.07e+00      2.52e-01      1.81e-01    3.7e-03
  32200      7.60e+00      1.30e-02      2.80e-01    3.7e-03
  32300      6.18e+00      1.86e-03      2.28e-01    3.7e-03
  32400      6.62e+00      3.88e-02      2.40e-01    3.7e-03
  32500      6.58e+00      3.69e-02      2.39e-01    3.7e-03
  32600      3.64e+00      1.77e-05      1.34e-01    3.7e-03
  32700      6.39e+00      1.67e-02      2.35e-01    3.7e-03
  32800      6.22e+00      8.79e-03      2.29e-01    3.7e-03
  32900      7.66e+00      1.70e-02      2.82e-01    3.7e-03
  33000      5.87e+00      6.77e-02      2.10e-01    3.7e-03
  33100      5.37e+00      3.37e-03      1.98e-01    3.7e-03
  33200      6.19e+00      4.86e-03      2.28e-01    3.7e-03
  33300      7.30e+00      6.97e-03      2.69e-01    3.7e-03
  33400      6.38e+00      1.60e-02      2.35e-01    3.7e-03
  33500      7.64e+00      9.20e-03      2.82e-01    3.7e-03
  33600      6.57e+00      3.01e-02      2.40e-01    3.7e-03
  33700      1.05e+01      3.19e-02      3.88e-01    3.7e-03
  33800      1.05e+01      4.81e-02      3.86e-01    3.7e-03
  33900      6.70e+00      1.81e-02      2.46e-01    3.7e-03
  34000      9.59e+00      7.22e-02      3.50e-01    3.7e-03
  34100      7.16e+00      2.88e-03      2.64e-01    3.7e-03
  34200      8.22e+00      3.01e-02      3.01e-01    3.7e-03
  34300      6.47e+00      3.39e-03      2.39e-01    3.7e-03
  34400      4.97e+00      1.57e-01      1.41e-01    3.7e-03
  34500      5.20e+00      1.81e-03      1.92e-01    3.7e-03
  34600      6.59e+00      6.10e-03      2.43e-01    3.7e-03
  34700      6.29e+00      8.80e-03      2.32e-01    3.7e-03
  34800      6.44e+00      2.70e-02      2.36e-01    3.7e-03
  34900      6.39e+00      7.76e-03      2.35e-01    3.7e-03
  35000      3.92e+00      6.19e-02      1.40e-01    3.5e-03
  35100      5.90e+00      1.62e-03      2.23e-01    3.5e-03
  35200      6.03e+00      1.99e-02      2.27e-01    3.5e-03
  35300      3.32e+00      2.21e-02      1.24e-01    3.5e-03
  35400      1.01e+01      4.86e-02      3.82e-01    3.5e-03
  35500      7.13e+00      1.69e-02      2.69e-01    3.5e-03
  35600      7.40e+00      2.44e-02      2.78e-01    3.5e-03
  35700      7.58e+00      5.25e-03      2.87e-01    3.5e-03
  35800      7.24e+00      2.43e-02      2.72e-01    3.5e-03
  35900      6.53e+00      1.44e-03      2.47e-01    3.5e-03
  36000      6.11e+00      1.40e-03      2.31e-01    3.5e-03
  36100      6.35e+00      2.32e-02      2.39e-01    3.5e-03
  36200      7.10e+00      3.37e-02      2.66e-01    3.5e-03
  36300      3.23e+00      1.21e-02      1.22e-01    3.5e-03
  36400      3.42e+00      2.09e-02      1.28e-01    3.5e-03
  36500      3.54e+00      3.68e-03      1.34e-01    3.5e-03
  36600      7.22e+00      7.48e-02      2.58e-01    3.5e-03
  36700      7.40e+00      3.07e-04      2.80e-01    3.5e-03
  36800      6.59e+00      2.11e-02      2.48e-01    3.5e-03
  36900      5.91e+00      1.35e-03      2.24e-01    3.5e-03
  37000      5.90e+00      6.86e-03      2.23e-01    3.5e-03
  37100      6.07e+00      2.07e-03      2.29e-01    3.5e-03
  37200      4.03e+00      1.12e-01      1.22e-01    3.5e-03
  37300      4.71e+00      2.16e-02      1.77e-01    3.5e-03
  37400      5.91e+00      1.61e-02      2.23e-01    3.5e-03
  37500      7.74e+00      3.02e-02      2.90e-01    3.5e-03
  37600      6.86e+00      1.08e-02      2.59e-01    3.5e-03
  37700      7.48e+00      1.06e-02      2.83e-01    3.5e-03
  37800      6.99e+00      1.08e-03      2.64e-01    3.5e-03
  37900      7.61e+00      1.72e-02      2.87e-01    3.5e-03
  38000      4.50e+00      1.80e-02      1.69e-01    3.5e-03
  38100      6.19e+00      3.30e-02      2.31e-01    3.5e-03
  38200      6.84e+00      2.05e-03      2.59e-01    3.5e-03
  38300      8.17e+00      1.02e-02      3.09e-01    3.5e-03
  38400      6.76e+00      8.35e-02      2.35e-01    3.5e-03
  38500      6.05e+00      2.40e-02      2.27e-01    3.5e-03
  38600      4.65e+00      1.02e-02      1.76e-01    3.5e-03
  38700      7.14e+00      9.38e-03      2.70e-01    3.5e-03
  38800      4.11e+00      5.66e-02      1.48e-01    3.5e-03
  38900      6.61e+00      1.01e-02      2.50e-01    3.5e-03
  39000      6.26e+00      1.62e-03      2.37e-01    3.5e-03
  39100      7.05e+00      8.61e-03      2.67e-01    3.5e-03
  39200      1.09e+01      6.53e-02      4.10e-01    3.5e-03
  39300      5.98e+00      2.02e-02      2.25e-01    3.5e-03
  39400      6.81e+00      2.78e-02      2.55e-01    3.5e-03
  39500      2.95e+00      1.69e-02      1.11e-01    3.5e-03
  39600      3.52e+00      2.14e-02      1.32e-01    3.5e-03
  39700      4.31e+00      5.20e-03      1.63e-01    3.5e-03
  39800      6.86e+00      2.24e-02      2.58e-01    3.5e-03
  39900      5.03e+00      1.40e-02      1.90e-01    3.5e-03
  40000      6.80e+00      2.12e-02      2.63e-01    3.3e-03
  40100      4.98e+00      1.17e-02      1.93e-01    3.3e-03
  40200      6.99e+00      7.80e-02      2.51e-01    3.3e-03
  40300      5.97e+00      1.52e-02      2.31e-01    3.3e-03
  40400      3.40e+00      1.04e-02      1.32e-01    3.3e-03
  40500      3.52e+00      1.21e-03      1.37e-01    3.3e-03
  40600      6.21e+00      3.12e-03      2.41e-01    3.3e-03
  40700      6.14e+00      8.55e-03      2.38e-01    3.3e-03
  40800      5.85e+00      1.49e-02      2.26e-01    3.3e-03
  40900      6.14e+00      1.19e-03      2.38e-01    3.3e-03
  41000      3.01e+00      1.53e-02      1.16e-01    3.3e-03
  41100      7.07e+00      1.77e-02      2.73e-01    3.3e-03
  41200      4.07e+00      3.61e-02      1.55e-01    3.3e-03
  41300      6.21e+00      2.27e-02      2.39e-01    3.3e-03
  41400      6.17e+00      2.11e-02      2.38e-01    3.3e-03
  41500      6.68e+00      1.44e-02      2.58e-01    3.3e-03
  41600      5.75e+00      5.66e-03      2.23e-01    3.3e-03
  41700      3.72e+00      1.33e-03      1.44e-01    3.3e-03
  41800      5.49e+00      5.52e-03      2.13e-01    3.3e-03
  41900      4.21e+00      6.55e-02      1.53e-01    3.3e-03
  42000      6.81e+00      1.47e-02      2.64e-01    3.3e-03
  42100      8.75e+00      3.73e-02      3.36e-01    3.3e-03
  42200      5.90e+00      7.53e-03      2.29e-01    3.3e-03
  42300      2.58e+00      1.19e-02      9.98e-02    3.3e-03
  42400      3.19e+00      3.89e-02      1.19e-01    3.3e-03
  42500      6.18e+00      2.31e-02      2.38e-01    3.3e-03
  42600      3.26e+00      1.41e-02      1.26e-01    3.3e-03
  42700      6.20e+00      4.98e-03      2.41e-01    3.3e-03
  42800      5.62e+00      1.08e-02      2.18e-01    3.3e-03
  42900      5.92e+00      2.49e-02      2.27e-01    3.3e-03
  43000      6.32e+00      3.47e-02      2.41e-01    3.3e-03
  43100      3.72e+00      8.15e-02      1.25e-01    3.3e-03
  43200      6.70e+00      1.52e-02      2.59e-01    3.3e-03
  43300      1.08e+01      3.51e-02      4.19e-01    3.3e-03
  43400      6.39e+00      7.87e-02      2.38e-01    3.3e-03
