 -18.35475      0.0000000      0.0000000      0.3303044
 -18.26274      0.0027144      0.0000000      1.8242897
 -18.17074      0.2146903      0.0000000      4.8715753
 -18.07874      2.9754541      0.0000000      5.9369339
 -17.98673      8.3228567      0.0000000      3.1867765
 -17.89473      4.8606171      0.0000000      0.7353558
 -17.80273      0.5779699      0.0000000      0.0728369
 -17.71072      0.0108074      0.0000000      0.0027647
 -17.61872      0.0000000      0.0000000      0.0000503
 -17.52671      0.0000000      0.0000000      0.0003016
 -17.43471      0.0000000      0.0000000      0.0548916
 -17.34271      0.0000000      0.0000000      1.9927344
 -17.25070      0.0000000      0.0000000      9.0396137
 -17.15870      0.0000000      0.0000000      5.4731204
 -17.06670      0.0000000      0.0000000      0.4007787
 -16.97469      0.0000000      0.0000000      0.0036695
 -16.88269      0.0000000      0.0000000      0.0000000
 -16.79068      0.0000000      0.0000000      0.0000000
 -16.69868      0.0000000      0.0000000      0.0000000
 -16.60668      0.0000000      0.0000000      0.0000000
 -16.51467      0.0000000      0.0000000      0.0000000
 -16.42267      0.0000000      0.0000000      0.0000000
 -16.33067      0.0000000      0.0000000      0.0007037
 -16.23866      0.0000000      0.0000000      0.1665345
 -16.14666      0.0000000      0.0000000      3.6240491
 -16.05465      0.0000000      0.0000000      9.4959375
 -15.96265      0.0000000      0.0000000      3.5053687
 -15.87065      0.0000000      0.0000000      0.1714607
 -15.77864      0.0000000      0.0000000      0.0010556
 -15.68664      0.0000000      0.0000000      0.0000000
 -15.59464      0.0037198      0.0000000      0.0012064
 -15.50263      0.2598301      0.0000000      0.0445366
 -15.41063      3.2170875      0.0000000      0.5318248
 -15.31862      8.3010911      0.0000000      2.5750272
 -15.22662      4.6155152      0.0000000      5.5371103
 -15.13462      0.5523840      0.0000000      5.3487096
 -15.04261      0.0153817      0.0000000      2.3935131
 -14.95061      0.0001005      0.0000000      0.5007598
 -14.85861      0.0000000      0.0000000      0.2172037
 -14.76660      0.0018599      0.0000000      1.1566938
 -14.67460      0.1278290      0.0000000      3.7513754
 -14.58259      2.0381757      0.0000000      5.8550992
 -14.49059      7.0952362      0.0000000      4.3475921
 -14.39859      6.1387056      0.0000000      1.4490466
 -14.30658      1.4600551      0.0000000      0.2099150
 -14.21458      0.1010367      0.0000000      0.0103550
 -14.12258      0.0022117      0.0000000      0.0002513
 -14.03057      0.0000000      0.0000000      0.0000503
 -13.93857      0.0000000      0.0000000      0.0193025
 -13.84656      0.0000000      0.0000000      0.9958394
 -13.75456      0.0000000      0.0000000      7.0584408
 -13.66256      0.0000000      0.0000000      7.5759395
 -13.57055      0.0000000      0.0000000      1.2846735
 -13.47855      0.0000000      0.0000000      0.0307634
 -13.38655      0.0000000      0.0000000      0.0001005
