#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 129000      3.62e+00      4.29e-03      2.16e-01    1.4e-03
 129100      2.04e+00      3.85e-02      9.54e-02    1.4e-03
 129200      3.76e+00      8.32e-03      2.24e-01    1.4e-03
 129300      3.93e+00      1.34e-02      2.32e-01    1.4e-03
 129400      3.66e+00      3.28e-03      2.19e-01    1.4e-03
 129500      2.34e+00      3.89e-02      1.17e-01    1.4e-03
 129600      1.89e+00      1.59e-02      1.09e-01    1.4e-03
 129700      1.55e+00      2.58e-03      9.31e-02    1.4e-03
 129800      3.56e+00      1.41e-03      2.13e-01    1.4e-03
 129900      2.09e+00      7.75e-03      1.24e-01    1.4e-03
 130000      3.34e+00      8.34e-04      2.05e-01    1.3e-03
 130100      3.32e+00      5.30e-03      2.04e-01    1.3e-03
 130200      3.35e+00      7.52e-03      2.05e-01    1.3e-03
 130300      5.77e+00      4.12e-03      3.55e-01    1.3e-03
 130400      3.60e+00      2.46e-03      2.21e-01    1.3e-03
 130500      3.55e+00      1.40e-03      2.18e-01    1.3e-03
 130600      3.35e+00      7.89e-04      2.06e-01    1.3e-03
 130700      3.66e+00      4.59e-03      2.25e-01    1.3e-03
 130800      3.73e+00      6.70e-03      2.28e-01    1.3e-03
 130900      1.80e+00      1.22e-02      1.08e-01    1.3e-03
 131000      4.06e+00      1.86e-03      2.50e-01    1.3e-03
 131100      1.38e+00      3.65e-03      8.48e-02    1.3e-03
 131200      3.41e+00      2.18e-03      2.09e-01    1.3e-03
 131300      2.07e+00      2.48e-02      1.17e-01    1.3e-03
 131400      4.26e+00      3.78e-02      2.35e-01    1.3e-03
 131500      1.78e+00      2.72e-03      1.09e-01    1.3e-03
 131600      4.62e+00      1.29e-01      9.80e-02    1.3e-03
 131700      3.73e+00      5.41e-03      2.29e-01    1.3e-03
 131800      3.98e+00      4.79e-03      2.44e-01    1.3e-03
 131900      3.71e+00      2.87e-03      2.28e-01    1.3e-03
 132000      1.67e+00      7.33e-03      1.02e-01    1.3e-03
 132100      1.44e+00      2.76e-03      8.86e-02    1.3e-03
 132200      3.82e+00      5.03e-03      2.35e-01    1.3e-03
 132300      1.88e+00      6.24e-03      1.15e-01    1.3e-03
 132400      3.31e+00      4.65e-03      2.03e-01    1.3e-03
 132500      3.49e+00      1.33e-03      2.15e-01    1.3e-03
 132600      3.45e+00      2.63e-03      2.12e-01    1.3e-03
 132700      3.43e+00      4.77e-03      2.11e-01    1.3e-03
 132800      1.56e+00      6.53e-04      9.61e-02    1.3e-03
 132900      3.42e+00      7.55e-03      2.09e-01    1.3e-03
 133000      1.84e+00      1.37e-02      1.10e-01    1.3e-03
 133100      2.37e+00      5.95e-03      1.45e-01    1.3e-03
 133200      3.61e+00      1.55e-02      2.17e-01    1.3e-03
 133300      2.45e+00      3.72e-02      1.30e-01    1.3e-03
 133400      3.41e+00      3.54e-03      2.10e-01    1.3e-03
 133500      3.34e+00      6.14e-03      2.05e-01    1.3e-03
 133600      3.15e+00      1.33e-03      1.94e-01    1.3e-03
 133700      3.33e+00      5.80e-03      2.04e-01    1.3e-03
 133800      3.50e+00      9.11e-04      2.15e-01    1.3e-03
 133900      3.57e+00      1.77e-02      2.13e-01    1.3e-03
 134000      3.82e+00      8.06e-04      2.35e-01    1.3e-03
 134100      2.49e+00      4.36e-02      1.23e-01    1.3e-03
 134200      3.50e+00      3.65e-03      2.15e-01    1.3e-03
 134300      3.28e+00      1.69e-03      2.02e-01    1.3e-03
 134400      3.95e+00      2.65e-03      2.43e-01    1.3e-03
 134500      1.53e+00      3.59e-04      9.43e-02    1.3e-03
 134600      3.68e+00      8.39e-04      2.26e-01    1.3e-03
 134700      2.01e+00      1.02e-03      1.24e-01    1.3e-03
 134800      3.56e+00      1.07e-02      2.16e-01    1.3e-03
 134900      3.41e+00      1.02e-02      2.07e-01    1.3e-03
 135000      1.73e+00      5.31e-03      1.09e-01    1.3e-03
 135100      4.28e+00      1.56e-02      2.65e-01    1.3e-03
 135200      3.51e+00      9.11e-03      2.19e-01    1.3e-03
 135300      1.47e+00      8.46e-03      9.09e-02    1.3e-03
 135400      3.72e+00      1.27e-02      2.31e-01    1.3e-03
 135500      3.56e+00      5.22e-03      2.24e-01    1.3e-03
 135600      3.49e+00      1.78e-02      2.13e-01    1.3e-03
 135700      4.01e+00      3.55e-03      2.53e-01    1.3e-03
 135800      2.15e+00      5.59e-03      1.35e-01    1.3e-03
 135900      3.61e+00      1.67e-02      2.21e-01    1.3e-03
 136000      3.43e+00      7.22e-04      2.17e-01    1.3e-03
 136100      3.22e+00      1.24e-02      1.99e-01    1.3e-03
 136200      5.79e+00      2.02e-03      3.66e-01    1.3e-03
 136300      3.33e+00      4.13e-03      2.10e-01    1.3e-03
 136400      3.26e+00      2.97e-03      2.05e-01    1.3e-03
 136500      3.30e+00      7.14e-04      2.08e-01    1.3e-03
 136600      3.18e+00      5.78e-04      2.01e-01    1.3e-03
 136700      3.55e+00      5.13e-04      2.24e-01    1.3e-03
 136800      3.51e+00      1.83e-02      2.14e-01    1.3e-03
 136900      3.40e+00      1.04e-02      2.12e-01    1.3e-03
 137000      1.77e+00      7.08e-03      1.11e-01    1.3e-03
 137100      3.54e+00      1.81e-02      2.15e-01    1.3e-03
 137200      3.61e+00      1.28e-02      2.26e-01    1.3e-03
 137300      3.32e+00      6.90e-04      2.10e-01    1.3e-03
 137400      3.60e+00      1.73e-03      2.27e-01    1.3e-03
 137500      1.24e+00      2.60e-03      7.79e-02    1.3e-03
 137600      3.33e+00      2.77e-03      2.10e-01    1.3e-03
 137700      3.11e+00      1.03e-03      1.97e-01    1.3e-03
 137800      3.19e+00      4.36e-03      2.01e-01    1.3e-03
 137900      3.56e+00      1.52e-03      2.25e-01    1.3e-03
 138000      1.85e+00      1.18e-02      1.14e-01    1.3e-03
 138100      6.76e+00      1.23e-02      4.26e-01    1.3e-03
 138200      1.81e+00      8.06e-03      1.13e-01    1.3e-03
 138300      3.09e+00      2.84e-03      1.95e-01    1.3e-03
 138400      3.16e+00      4.83e-03      1.99e-01    1.3e-03
 138500      3.33e+00      3.20e-03      2.10e-01    1.3e-03
 138600      3.23e+00      4.89e-03      2.03e-01    1.3e-03
 138700      3.98e+00      1.09e-02      2.49e-01    1.3e-03
 138800      3.57e+00      2.09e-03      2.25e-01    1.3e-03
 138900      3.69e+00      3.92e-03      2.33e-01    1.3e-03
 139000      1.79e+00      5.01e-03      1.12e-01    1.3e-03
 139100      1.43e+00      6.22e-04      9.03e-02    1.3e-03
 139200      2.84e+00      2.55e-02      1.70e-01    1.3e-03
 139300      1.76e+00      3.69e-03      1.11e-01    1.3e-03
 139400      3.35e+00      9.05e-05      2.11e-01    1.3e-03
 139500      1.56e+00      2.56e-03      9.81e-02    1.3e-03
 139600      3.66e+00      8.36e-04      2.31e-01    1.3e-03
 139700      1.80e+00      3.76e-03      1.13e-01    1.3e-03
 139800      1.84e+00      1.07e-02      1.14e-01    1.3e-03
 139900      1.89e+00      9.38e-03      1.18e-01    1.3e-03
 140000      6.09e+00      1.05e-02      3.94e-01    1.2e-03
 140100      3.82e+00      1.54e-03      2.47e-01    1.2e-03
 140200      3.24e+00      2.93e-03      2.10e-01    1.2e-03
 140300      3.21e+00      5.16e-04      2.08e-01    1.2e-03
 140400      3.06e+00      1.31e-04      1.98e-01    1.2e-03
 140500      3.15e+00      3.64e-03      2.03e-01    1.2e-03
 140600      3.22e+00      2.15e-03      2.09e-01    1.2e-03
 140700      1.85e+00      4.86e-03      1.20e-01    1.2e-03
 140800      3.78e+00      1.14e-03      2.44e-01    1.2e-03
 140900      1.54e+00      3.85e-03      9.96e-02    1.2e-03
 141000      3.26e+00      5.41e-04      2.11e-01    1.2e-03
 141100      3.74e+00      7.07e-03      2.41e-01    1.2e-03
 141200      5.36e+00      1.32e-03      3.47e-01    1.2e-03
 141300      3.49e+00      3.82e-03      2.26e-01    1.2e-03
 141400      1.40e+00      7.05e-03      8.96e-02    1.2e-03
 141500      3.54e+00      1.50e-02      2.24e-01    1.2e-03
 141600      3.45e+00      7.58e-03      2.22e-01    1.2e-03
 141700      1.28e+00      1.69e-03      8.29e-02    1.2e-03
 141800      3.22e+00      1.26e-03      2.08e-01    1.2e-03
 141900      1.36e+00      6.81e-03      8.65e-02    1.2e-03
 142000      1.65e+00      2.64e-03      1.06e-01    1.2e-03
 142100      3.35e+00      6.44e-03      2.16e-01    1.2e-03
 142200      3.37e+00      5.80e-03      2.17e-01    1.2e-03
 142300      3.89e+00      4.37e-03      2.51e-01    1.2e-03
 142400      3.38e+00      2.46e-02      2.03e-01    1.2e-03
 142500      3.27e+00      8.74e-03      2.10e-01    1.2e-03
 142600      3.34e+00      6.41e-03      2.15e-01    1.2e-03
 142700      1.50e+00      1.13e-02      9.41e-02    1.2e-03
 142800      1.46e+00      6.26e-03      9.33e-02    1.2e-03
 142900      1.76e+00      2.14e-02      1.03e-01    1.2e-03
 143000      1.75e+00      2.04e-03      1.13e-01    1.2e-03
 143100      3.27e+00      2.60e-03      2.12e-01    1.2e-03
 143200      3.44e+00      2.42e-03      2.22e-01    1.2e-03
 143300      3.51e+00      1.40e-03      2.27e-01    1.2e-03
 143400      3.29e+00      2.75e-03      2.13e-01    1.2e-03
 143500      3.21e+00      5.22e-03      2.07e-01    1.2e-03
 143600      3.57e+00      1.22e-03      2.31e-01    1.2e-03
 143700      3.51e+00      3.13e-03      2.27e-01    1.2e-03
 143800      3.51e+00      6.92e-04      2.27e-01    1.2e-03
 143900      2.97e+00      6.20e-03      1.91e-01    1.2e-03
 144000      3.03e+00      2.52e-03      1.96e-01    1.2e-03
 144100      2.08e+00      1.61e-03      1.35e-01    1.2e-03
 144200      3.36e+00      9.65e-03      2.15e-01    1.2e-03
 144300      3.71e+00      4.42e-03      2.40e-01    1.2e-03
 144400      1.31e+00      8.94e-04      8.49e-02    1.2e-03
 144500      1.78e+00      1.11e-03      1.15e-01    1.2e-03
 144600      1.41e+00      5.66e-03      9.05e-02    1.2e-03
 144700      3.12e+00      7.48e-03      2.00e-01    1.2e-03
 144800      2.03e+00      1.14e-02      1.29e-01    1.2e-03
 144900      3.75e+00      1.23e-03      2.42e-01    1.2e-03
 145000      3.70e+00      9.90e-03      2.44e-01    1.1e-03
 145100      1.69e+00      7.69e-03      1.11e-01    1.1e-03
 145200      3.30e+00      9.64e-04      2.19e-01    1.1e-03
 145300      1.67e+00      4.40e-03      1.10e-01    1.1e-03
 145400      3.38e+00      1.13e-03      2.24e-01    1.1e-03
 145500      1.75e+00      7.58e-03      1.15e-01    1.1e-03
 145600      3.10e+00      3.06e-03      2.05e-01    1.1e-03
 145700      3.72e+00      8.11e-03      2.45e-01    1.1e-03
 145800      3.15e+00      3.14e-05      2.09e-01    1.1e-03
 145900      3.19e+00      8.06e-04      2.12e-01    1.1e-03
 146000      3.10e+00      3.42e-04      2.06e-01    1.1e-03
 146100      1.77e+00      2.81e-02      9.81e-02    1.1e-03
 146200      3.00e+00      6.06e-03      1.98e-01    1.1e-03
 146300      2.51e+00      2.37e-02      1.57e-01    1.1e-03
 146400      3.12e+00      1.03e-02      2.04e-01    1.1e-03
 146500      3.65e+00      5.30e-03      2.42e-01    1.1e-03
 146600      1.92e+00      1.39e-02      1.23e-01    1.1e-03
 146700      1.54e+00      9.50e-03      1.00e-01    1.1e-03
 146800      3.72e+00      5.06e-03      2.46e-01    1.1e-03
 146900      3.52e+00      4.94e-03      2.33e-01    1.1e-03
 147000      3.06e+00      2.75e-03      2.03e-01    1.1e-03
 147100      3.05e+00      3.13e-03      2.03e-01    1.1e-03
 147200      4.10e+00      4.96e-03      2.72e-01    1.1e-03
 147300      3.33e+00      4.97e-03      2.20e-01    1.1e-03
 147400      3.59e+00      1.17e-03      2.38e-01    1.1e-03
 147500      3.75e+00      2.88e-02      2.29e-01    1.1e-03
 147600      1.69e+00      8.04e-03      1.11e-01    1.1e-03
 147700      1.43e+00      9.12e-03      9.27e-02    1.1e-03
 147800      1.73e+00      2.16e-03      1.15e-01    1.1e-03
 147900      1.35e+00      3.73e-03      8.94e-02    1.1e-03
 148000      3.08e+00      1.20e-03      2.04e-01    1.1e-03
 148100      1.73e+00      1.77e-03      1.15e-01    1.1e-03
 148200      3.40e+00      5.10e-03      2.25e-01    1.1e-03
 148300      2.96e+00      1.26e-03      1.97e-01    1.1e-03
 148400      1.77e+00      2.04e-03      1.17e-01    1.1e-03
 148500      3.38e+00      2.34e-03      2.25e-01    1.1e-03
 148600      1.73e+00      4.19e-03      1.15e-01    1.1e-03
 148700      1.68e+00      6.44e-03      1.10e-01    1.1e-03
 148800      3.37e+00      4.16e-03      2.23e-01    1.1e-03
 148900      3.14e+00      7.47e-03      2.07e-01    1.1e-03
 149000      1.38e+00      2.04e-03      9.18e-02    1.1e-03
 149100      1.71e+00      2.98e-03      1.13e-01    1.1e-03
 149200      1.55e+00      3.16e-03      1.03e-01    1.1e-03
 149300      1.66e+00      1.01e-03      1.10e-01    1.1e-03
 149400      1.23e+00      5.58e-03      8.10e-02    1.1e-03
 149500      3.15e+00      4.32e-03      2.08e-01    1.1e-03
 149600      3.58e+00      7.06e-03      2.36e-01    1.1e-03
 149700      1.72e+00      4.85e-03      1.14e-01    1.1e-03
 149800      3.32e+00      6.62e-03      2.19e-01    1.1e-03
 149900      5.42e+00      9.02e-03      3.59e-01    1.1e-03
 150000      3.08e+00      1.77e-03      2.10e-01    1.1e-03
 150100      1.98e+00      5.27e-04      1.35e-01    1.1e-03
 150200      1.55e+00      1.61e-02      9.88e-02    1.1e-03
 150300      3.62e+00      2.47e-03      2.47e-01    1.1e-03
 150400      1.68e+00      1.78e-02      1.06e-01    1.1e-03
 150500      1.36e+00      2.97e-03      9.24e-02    1.1e-03
 150600      3.20e+00      2.09e-04      2.18e-01    1.1e-03
 150700      2.71e+00      3.75e-03      1.84e-01    1.1e-03
 150800      1.52e+00      1.02e-03      1.04e-01    1.1e-03
 150900      3.85e+00      1.62e-02      2.56e-01    1.1e-03
 151000      3.63e+00      3.09e-03      2.47e-01    1.1e-03
 151100      3.32e+00      1.77e-03      2.26e-01    1.1e-03
 151200      3.06e+00      1.87e-03      2.08e-01    1.1e-03
 151300      1.78e+00      2.74e-03      1.21e-01    1.1e-03
 151400      1.73e+00      2.67e-04      1.18e-01    1.1e-03
 151500      3.19e+00      5.76e-04      2.18e-01    1.1e-03
 151600      3.79e+00      3.97e-03      2.58e-01    1.1e-03
 151700      1.62e+00      5.85e-03      1.09e-01    1.1e-03
 151800      3.21e+00      1.02e-06      2.19e-01    1.1e-03
 151900      2.96e+00      1.99e-03      2.01e-01    1.1e-03
 152000      3.15e+00      1.01e-03      2.14e-01    1.1e-03
 152100      3.24e+00      1.13e-03      2.21e-01    1.1e-03
 152200      3.06e+00      2.68e-03      2.08e-01    1.1e-03
 152300      2.73e+00      1.11e-03      1.86e-01    1.1e-03
 152400      1.74e+00      1.68e-03      1.19e-01    1.1e-03
 152500      3.31e+00      2.94e-03      2.26e-01    1.1e-03
 152600      3.20e+00      3.24e-03      2.18e-01    1.1e-03
 152700      3.00e+00      2.25e-03      2.04e-01    1.1e-03
 152800      3.10e+00      6.31e-03      2.10e-01    1.1e-03
 152900      2.75e+00      2.66e-03      1.87e-01    1.1e-03
 153000      1.33e+00      6.30e-03      8.94e-02    1.1e-03
 153100      3.10e+00      4.48e-03      2.11e-01    1.1e-03
 153200      2.98e+00      4.23e-03      2.02e-01    1.1e-03
 153300      3.28e+00      1.86e-03      2.23e-01    1.1e-03
 153400      2.16e+00      2.42e-03      1.47e-01    1.1e-03
 153500      3.21e+00      5.90e-03      2.18e-01    1.1e-03
 153600      1.68e+00      5.73e-03      1.14e-01    1.1e-03
 153700      3.18e+00      4.98e-04      2.17e-01    1.1e-03
 153800      1.71e+00      1.62e-03      1.16e-01    1.1e-03
 153900      3.61e+00      1.55e-02      2.40e-01    1.1e-03
 154000      3.11e+00      3.85e-03      2.11e-01    1.1e-03
 154100      1.52e+00      6.33e-03      1.03e-01    1.1e-03
 154200      2.91e+00      1.32e-03      1.98e-01    1.1e-03
 154300      3.26e+00      1.40e-03      2.22e-01    1.1e-03
 154400      3.00e+00      7.27e-03      2.03e-01    1.1e-03
 154500      3.05e+00      3.25e-03      2.08e-01    1.1e-03
 154600      2.26e+00      3.65e-02      1.27e-01    1.1e-03
 154700      1.96e+00      2.09e-02      1.24e-01    1.1e-03
 154800      3.10e+00      1.04e-04      2.11e-01    1.1e-03
 154900      2.85e+00      3.70e-03      1.94e-01    1.1e-03
 155000      3.07e+00      3.69e-03      2.14e-01    1.0e-03
 155100      2.96e+00      8.15e-03      2.05e-01    1.0e-03
 155200      1.58e+00      1.73e-03      1.10e-01    1.0e-03
 155300      2.86e+00      2.16e-03      2.00e-01    1.0e-03
 155400      2.78e+00      1.89e-03      1.94e-01    1.0e-03
 155500      5.51e+00      3.92e-03      3.85e-01    1.0e-03
 155600      2.82e+00      2.93e-03      1.97e-01    1.0e-03
 155700      2.91e+00      1.03e-03      2.03e-01    1.0e-03
 155800      3.18e+00      4.12e-03      2.22e-01    1.0e-03
 155900      3.36e+00      8.39e-04      2.35e-01    1.0e-03
 156000      2.87e+00      6.14e-03      2.00e-01    1.0e-03
 156100      3.04e+00      1.38e-03      2.12e-01    1.0e-03
 156200      3.19e+00      9.65e-06      2.23e-01    1.0e-03
 156300      2.94e+00      1.20e-03      2.06e-01    1.0e-03
 156400      1.98e+00      1.30e-02      1.35e-01    1.0e-03
 156500      3.54e+00      3.19e-03      2.47e-01    1.0e-03
 156600      2.95e+00      5.26e-03      2.05e-01    1.0e-03
 156700      3.84e+00      3.46e-03      2.68e-01    1.0e-03
 156800      3.01e+00      2.45e-03      2.10e-01    1.0e-03
 156900      5.36e+00      1.91e-02      3.73e-01    1.0e-03
 157000      2.86e+00      7.63e-03      1.98e-01    1.0e-03
 157100      1.66e+00      1.84e-02      1.07e-01    1.0e-03
 157200      1.51e+00      1.25e-02      1.01e-01    1.0e-03
 157300      2.96e+00      4.81e-03      2.06e-01    1.0e-03
 157400      2.96e+00      1.85e-03      2.07e-01    1.0e-03
 157500      3.06e+00      3.02e-03      2.14e-01    1.0e-03
 157600      1.42e+00      4.68e-03      9.89e-02    1.0e-03
 157700      3.31e+00      1.88e-03      2.31e-01    1.0e-03
 157800      3.14e+00      8.71e-03      2.17e-01    1.0e-03
 157900      3.16e+00      3.62e-03      2.20e-01    1.0e-03
 158000      1.67e+00      3.97e-03      1.16e-01    1.0e-03
 158100      3.04e+00      9.69e-04      2.13e-01    1.0e-03
 158200      1.32e+00      2.26e-03      9.21e-02    1.0e-03
 158300      1.76e+00      2.12e-02      1.12e-01    1.0e-03
 158400      2.85e+00      5.14e-03      1.98e-01    1.0e-03
 158500      2.78e+00      1.28e-03      1.94e-01    1.0e-03
 158600      2.91e+00      6.20e-05      2.03e-01    1.0e-03
 158700      5.08e+00      3.60e-02      3.49e-01    1.0e-03
 158800      2.86e+00      3.62e-04      2.00e-01    1.0e-03
 158900      3.21e+00      6.25e-03      2.23e-01    1.0e-03
 159000      2.86e+00      1.22e-03      1.99e-01    1.0e-03
 159100      3.03e+00      6.14e-02      1.50e-01    1.0e-03
 159200      1.35e+00      1.70e-03      9.44e-02    1.0e-03
 159300      2.99e+00      3.39e-03      2.08e-01    1.0e-03
 159400      3.69e+00      4.23e-03      2.58e-01    1.0e-03
 159500      3.29e+00      2.75e-03      2.30e-01    1.0e-03
 159600      3.16e+00      3.57e-03      2.20e-01    1.0e-03
 159700      3.02e+00      6.11e-03      2.10e-01    1.0e-03
 159800      1.41e+00      1.02e-02      9.55e-02    1.0e-03
 159900      2.01e+00      1.60e-03      1.40e-01    1.0e-03
 160000      1.89e+00      1.52e-02      1.30e-01    9.7e-04
 160100      1.34e+00      1.20e-03      9.59e-02    9.7e-04
 160200      5.17e+00      2.10e-03      3.71e-01    9.7e-04
 160300      3.13e+00      1.14e-03      2.25e-01    9.7e-04
 160400      5.68e+00      7.17e-03      4.07e-01    9.7e-04
 160500      2.97e+00      3.04e-03      2.13e-01    9.7e-04
 160600      1.72e+00      9.41e-03      1.21e-01    9.7e-04
 160700      1.61e+00      2.10e-03      1.15e-01    9.7e-04
 160800      1.26e+00      2.74e-03      9.02e-02    9.7e-04
 160900      3.15e+00      2.73e-04      2.26e-01    9.7e-04
 161000      1.72e+00      2.78e-03      1.23e-01    9.7e-04
 161100      3.99e+00      2.01e-02      2.76e-01    9.7e-04
 161200      3.13e+00      1.87e-02      2.13e-01    9.7e-04
 161300      3.05e+00      1.04e-02      2.15e-01    9.7e-04
 161400      3.02e+00      2.58e-03      2.16e-01    9.7e-04
 161500      3.00e+00      1.20e-02      2.10e-01    9.7e-04
 161600      5.70e+00      1.50e-02      4.08e-01    9.7e-04
 161700      1.61e+00      7.45e-04      1.16e-01    9.7e-04
 161800      1.70e+00      5.63e-03      1.21e-01    9.7e-04
 161900      2.98e+00      1.18e-03      2.13e-01    9.7e-04
 162000      3.06e+00      4.88e-03      2.19e-01    9.7e-04
 162100      2.84e+00      7.82e-04      2.04e-01    9.7e-04
 162200      3.28e+00      1.30e-02      2.30e-01    9.7e-04
 162300      2.71e+00      3.91e-03      1.94e-01    9.7e-04
 162400      3.06e+00      1.69e-03      2.19e-01    9.7e-04
 162500      2.72e+00      6.96e-04      1.95e-01    9.7e-04
 162600      2.90e+00      2.09e-04      2.08e-01    9.7e-04
 162700      3.69e+00      1.63e-04      2.65e-01    9.7e-04
 162800      3.04e+00      3.08e-03      2.17e-01    9.7e-04
 162900      1.48e+00      2.32e-03      1.06e-01    9.7e-04
 163000      2.84e+00      1.94e-03      2.03e-01    9.7e-04
 163100      1.86e+00      2.97e-03      1.33e-01    9.7e-04
 163200      2.88e+00      1.17e-03      2.07e-01    9.7e-04
 163300      2.96e+00      1.13e-03      2.12e-01    9.7e-04
 163400      3.15e+00      6.11e-04      2.26e-01    9.7e-04
 163500      1.27e+00      9.05e-03      8.78e-02    9.7e-04
 163600      2.96e+00      5.25e-04      2.12e-01    9.7e-04
 163700      2.86e+00      3.19e-03      2.05e-01    9.7e-04
 163800      3.25e+00      1.09e-02      2.29e-01    9.7e-04
 163900      1.77e+00      3.73e-02      8.53e-02    9.7e-04
 164000      2.93e+00      2.60e-03      2.10e-01    9.7e-04
 164100      1.61e+00      4.26e-03      1.15e-01    9.7e-04
 164200      3.04e+00      2.45e-03      2.18e-01    9.7e-04
 164300      2.85e+00      5.63e-03      2.03e-01    9.7e-04
 164400      2.74e+00      7.43e-04      1.96e-01    9.7e-04
 164500      1.47e+00      3.17e-03      1.05e-01    9.7e-04
 164600      2.95e+00      6.92e-03      2.10e-01    9.7e-04
 164700      2.84e+00      3.18e-03      2.03e-01    9.7e-04
 164800      1.29e+00      2.15e-03      9.21e-02    9.7e-04
 164900      1.30e+00      8.07e-03      9.09e-02    9.7e-04
 165000      1.16e+00      3.53e-03      8.45e-02    9.2e-04
 165100      3.13e+00      4.99e-03      2.29e-01    9.2e-04
 165200      2.78e+00      5.73e-03      2.03e-01    9.2e-04
 165300      1.47e+00      1.45e-03      1.08e-01    9.2e-04
 165400      2.83e+00      2.10e-03      2.08e-01    9.2e-04
 165500      2.84e+00      9.98e-03      2.05e-01    9.2e-04
 165600      3.07e+00      2.22e-03      2.26e-01    9.2e-04
 165700      2.81e+00      9.59e-04      2.07e-01    9.2e-04
 165800      1.08e+00      3.18e-03      7.87e-02    9.2e-04
 165900      2.93e+00      3.81e-03      2.15e-01    9.2e-04
 166000      3.01e+00      1.36e-02      2.15e-01    9.2e-04
 166100      5.95e+00      2.59e-02      4.34e-01    9.2e-04
 166200      2.94e+00      7.65e-03      2.14e-01    9.2e-04
 166300      2.57e+00      3.43e-03      1.89e-01    9.2e-04
 166400      2.92e+00      6.43e-03      2.13e-01    9.2e-04
 166500      1.49e+00      5.74e-03      1.09e-01    9.2e-04
 166600      2.88e+00      2.32e-03      2.12e-01    9.2e-04
 166700      2.92e+00      7.97e-03      2.12e-01    9.2e-04
 166800      2.83e+00      1.04e-03      2.08e-01    9.2e-04
 166900      1.62e+00      8.40e-04      1.19e-01    9.2e-04
 167000      1.25e+00      2.18e-03      9.20e-02    9.2e-04
 167100      4.99e+00      3.48e-03      3.67e-01    9.2e-04
 167200      2.92e+00      1.33e-02      2.09e-01    9.2e-04
 167300      2.51e+00      1.97e-03      1.84e-01    9.2e-04
 167400      3.48e+00      3.21e-02      2.24e-01    9.2e-04
 167500      3.67e+00      3.98e-02      2.21e-01    9.2e-04
 167600      1.30e+00      7.40e-03      9.39e-02    9.2e-04
 167700      2.81e+00      3.56e-03      2.06e-01    9.2e-04
 167800      1.22e+00      7.41e-03      8.74e-02    9.2e-04
 167900      2.72e+00      5.27e-03      1.99e-01    9.2e-04
 168000      2.78e+00      6.77e-04      2.05e-01    9.2e-04
 168100      2.92e+00      3.78e-03      2.14e-01    9.2e-04
 168200      2.67e+00      2.82e-03      1.96e-01    9.2e-04
 168300      2.86e+00      2.87e-04      2.11e-01    9.2e-04
 168400      1.31e+00      1.89e-03      9.62e-02    9.2e-04
 168500      1.48e+00      1.19e-02      1.04e-01    9.2e-04
 168600      2.90e+00      9.28e-04      2.13e-01    9.2e-04
 168700      3.26e+00      1.94e-03      2.40e-01    9.2e-04
 168800      2.69e+00      3.53e-03      1.98e-01    9.2e-04
 168900      2.89e+00      4.91e-04      2.13e-01    9.2e-04
 169000      4.04e+00      3.05e-02      2.72e-01    9.2e-04
 169100      1.39e+00      5.40e-03      1.01e-01    9.2e-04
 169200      2.84e+00      6.08e-04      2.09e-01    9.2e-04
 169300      1.51e+00      2.00e-02      9.82e-02    9.2e-04
 169400      2.73e+00      5.98e-04      2.01e-01    9.2e-04
 169500      2.85e+00      9.97e-04      2.10e-01    9.2e-04
 169600      5.04e+00      3.93e-03      3.71e-01    9.2e-04
 169700      2.84e+00      5.30e-04      2.09e-01    9.2e-04
 169800      2.67e+00      1.54e-03      1.97e-01    9.2e-04
 169900      2.78e+00      7.84e-03      2.02e-01    9.2e-04
 170000      3.00e+00      9.73e-04      2.26e-01    8.7e-04
 170100      3.03e+00      1.04e-03      2.29e-01    8.7e-04
 170200      2.88e+00      3.26e-03      2.17e-01    8.7e-04
 170300      1.19e+00      1.35e-03      8.95e-02    8.7e-04
 170400      2.98e+00      1.25e-02      2.19e-01    8.7e-04
 170500      1.15e+00      3.63e-03      8.59e-02    8.7e-04
 170600      2.85e+00      3.86e-03      2.14e-01    8.7e-04
 170700      1.71e+00      1.60e-03      1.29e-01    8.7e-04
 170800      3.01e+00      3.49e-03      2.27e-01    8.7e-04
 170900      2.56e+00      7.78e-04      1.93e-01    8.7e-04
 171000      3.33e+00      1.36e-02      2.45e-01    8.7e-04
 171100      3.12e+00      2.42e-02      2.15e-01    8.7e-04
 171200      1.35e+00      1.24e-02      9.63e-02    8.7e-04
 171300      2.78e+00      2.15e-04      2.10e-01    8.7e-04
 171400      1.28e+00      5.17e-03      9.57e-02    8.7e-04
 171500      1.69e+00      2.17e-02      1.14e-01    8.7e-04
 171600      2.70e+00      2.75e-03      2.04e-01    8.7e-04
 171700      2.84e+00      5.67e-03      2.13e-01    8.7e-04
 171800      2.80e+00      4.18e-05      2.11e-01    8.7e-04
 171900      2.99e+00      4.54e-03      2.25e-01    8.7e-04
 172000      5.40e+00      7.07e-02      2.93e-01    8.7e-04
 172100      3.07e+00      9.41e-03      2.29e-01    8.7e-04
 172200      1.55e+00      1.20e-02      1.13e-01    8.7e-04
 172300      2.99e+00      4.60e-04      2.25e-01    8.7e-04
 172400      1.60e+00      3.33e-04      1.21e-01    8.7e-04
 172500      1.51e+00      1.31e-03      1.14e-01    8.7e-04
